"Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
-87.777921,42.008314,0,1,0,0,0,23,1,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
-87.724608,41.662014,0,1,0,0,106,53,1,0,0,0,509,1840,69,40,22,1,67,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
-87.787992,41.970248,0,1,0,0,23,22,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.795585,41.999129,0,1,0,0,31,67,1,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.731435,41.743402,0,1,0,0,0,52,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.649642,41.732984,0,1,0,0,40,24,0,0,0,7,506,1843,70,45,27,1,71,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
-87.536497,41.702724,0,0,1,0,23,28,0,0,0,0,521,1821,72,43,29,1,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
-87.689778,41.986921,0,1,0,0,0,4,0,0,0,0,503,1848,67,41,23,1,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
-87.604498,41.644612,0,1,0,0,2,10,0,0,0,0,506,1843,70,45,27,1,71,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
-87.736812,41.798697,0,0,1,0,1,36,10,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
-87.69181,41.963976,0,1,0,0,0,2,0,0,0,0,445,1911,69,46,26,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.736812,41.798697,0,0,1,0,5,9,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
-87.69181,41.963976,0,1,0,0,0,2,0,0,0,0,445,1911,69,46,26,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.805059,41.973845,0,1,0,0,0,90,4,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
-87.679447,41.801179,0,1,0,0,35,16,0,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.862995,41.992478,0,1,0,0,38,70,0,0,0,0,452,1903,69,37,1,1,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
-87.930995,41.957799,0,0,1,0,47,24,9,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
-87.890615,41.974689,0,1,0,0,4,280,212,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
-87.731435,41.743402,0,1,0,0,10,160,42,0,0,0,444,1913,62,35,12,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
-87.565666,41.704572,0,1,0,0,821,98,0,0,0,0,500,1852,67,36,1,1,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,77,37,1,77,65,7,29.33,37,0,1,0,0,0,0,0,0,5.7,5.7,3.6,15,12,0,1,0
-87.890615,41.974689,0,0,1,0,238,242,5,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
-87.666014,41.720848,0,1,0,0,0,38,0,0,0,0,419,1931,68,40,22,1,61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
-87.777921,42.008314,0,1,0,0,0,23,1,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
-87.757639,41.964242,0,1,0,0,0,30,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.726737,41.911824,0,0,1,0,1,3,0,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
-87.538693,41.659112,0,1,0,0,0,32,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.654234,41.793818,0,1,0,0,5,30,10,0,0,0,452,1903,69,37,1,1,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
-87.677512,41.731922,0,1,0,0,8,20,18,3,0,0,446,1910,73,46,26,1,66,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,91,47,1,91,70,17,29.31,41,0,0,0,0,0,0,1,0,7.2,5.9,5.5,11,12,0,1,0
-87.689778,41.986921,0,1,0,0,47,68,24,0,0,0,459,1854,57,30,15,1,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
-87.60088,41.773215,0,1,0,0,10,12,3,0,0,0,509,1840,69,40,22,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
-87.763416,41.801498,0,1,0,0,0,108,22,0,0,1,442,1915,74,44,23,1,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
-87.812827,41.981964,0,1,0,0,27,38,0,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.64997,41.723195,0,1,0,0,6,5,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.805059,41.973845,0,1,0,0,2,13,2,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
-87.679447,41.801179,0,1,0,0,33,12,14,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
-87.666014,41.720848,0,1,0,0,0,38,0,0,0,0,419,1931,68,40,22,1,61,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
-87.716277,41.846075,0,1,0,0,4,15,3,0,0,0,506,1843,67,38,20,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
-87.677512,41.731922,0,1,0,0,8,20,18,3,0,0,446,1910,73,46,26,1,66,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,91,47,1,91,70,17,29.31,41,0,0,0,0,0,0,1,0,7.2,5.9,5.5,11,12,0,1,0
-87.763416,41.801498,0,1,0,0,9,15,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.746381,41.925198,0,1,0,0,9,8,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.612922,41.754676,0,1,0,0,5,24,6,0,0,0,452,1903,69,37,1,1,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
-87.752411,41.778297,0,1,0,0,67,104,1,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.763416,41.801498,0,1,0,0,1,38,20,0,0,3,437,1919,62,37,10,1,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,83,38,1,83,61,8,29.14,34,0,0,0,1,0,1,0,1,9.6,9.8,8.9,16,14,1,1,0.14
-87.785288,41.923738,0,0,1,0,0,5,1,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
-87.731435,41.743402,0,1,0,0,0,94,27,0,0,0,452,1903,69,37,1,1,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
-87.69181,41.963976,0,0,1,0,1,0,0,0,0,0,520,1822,67,41,26,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
-87.800515,41.916265,0,1,0,0,14,18,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.69181,41.963976,0,1,0,0,0,2,0,0,0,0,445,1911,69,46,26,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.726737,41.911824,0,1,0,0,15,28,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.678649,41.768388,0,0,1,0,13,17,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
-87.565666,41.704572,0,1,0,0,217,121,0,0,0,0,506,1843,70,45,27,1,71,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
-87.757639,41.964242,0,0,1,0,1,22,5,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
-87.800991,41.95469,0,1,0,0,46,23,0,0,0,1,505,1845,69,43,25,1,70,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.730698,41.948167,0,0,1,0,1,18,5,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
-87.666066,41.98728,0,1,0,0,63,17,0,0,0,0,506,1843,67,38,20,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
-87.777921,42.008314,0,1,0,0,0,106,139,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
-87.629798,41.878114,0,1,0,0,25,30,0,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.64997,41.723195,0,1,0,0,6,5,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.832763,41.944869,0,1,0,0,11,9,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.890615,41.974689,0,1,0,0,281,314,13,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.598865,41.692555,0,1,0,0,7,4,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.752411,41.778297,0,1,0,0,67,104,1,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.536497,41.702724,0,1,0,0,110,137,2,0,0,0,452,1903,74,45,25,1,71,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,87,46,1,87,73,16,29.18,43,0,1,0,1,0,1,0,1,6.4,6.9,3,12,11,0,1,0.06
-87.757639,41.964242,0,1,0,0,55,27,2,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.726737,41.911824,0,1,0,0,0,19,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.649642,41.732984,0,1,0,0,12,60,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.676709,41.688324,0,1,0,0,62,57,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
-87.689778,41.986921,0,1,0,0,0,4,0,0,0,0,503,1848,67,41,23,1,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
-87.794896,41.94016,0,1,0,0,11,42,1,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.689778,41.986921,0,1,0,0,0,4,0,0,0,0,503,1848,67,41,23,1,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
-87.736812,41.798697,0,1,0,0,0,46,15,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
-87.654224,41.867108,0,1,0,0,14,58,5,0,0,0,506,1843,67,38,20,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
-87.582699,41.729669,0,1,0,0,2,4,0,0,0,0,513,1834,69,44,27,1,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,91,67,15,29.34,39,0,0,0,0,0,0,0,0,8.3,9.5,9,20,15,1,1,0
-87.745602,41.759346,0,0,1,0,3,16,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
-87.778927,41.776156,0,1,0,0,5,4,0,1,0,0,509,1840,69,40,22,1,67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
-87.614258,41.725517,0,1,0,0,7,8,0,0,0,0,451,1904,73,47,27,1,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
-87.642984,41.803423,0,1,0,0,79,130,2,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
-87.599862,41.673408,0,0,1,0,968,389,4,0,0,0,536,1755,68,40,30,1,59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
-87.689778,41.986921,0,1,0,0,17,3,2,0,0,0,514,1832,69,43,26,1,64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.726549,41.82561,0,0,1,0,1,2,0,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
-87.590773,41.754292,0,1,0,0,14,6,0,0,0,0,509,1840,69,40,22,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
-87.627796,41.821582,0,1,0,0,1,0,0,0,0,0,456,1858,65,36,10,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
-87.785288,41.923738,0,1,0,0,5,42,13,0,0,0,445,1911,61,36,10,1,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
-87.824812,41.974089,0,1,0,0,5,11,2,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.730698,41.948167,0,0,1,0,0,6,0,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
-87.599862,41.673408,0,1,0,0,4,55,6,0,0,0,456,1858,65,36,10,1,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
-87.679447,41.801179,0,1,0,0,33,12,14,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
-87.536497,41.702724,0,1,0,0,88,378,43,0,0,1,445,1911,69,46,26,1,62,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
-87.736812,41.798697,0,0,1,0,1,36,10,0,0,0,532,1760,48,17,4,6,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,59,19,4,58,46,1,29.65,16,0,0,0,0,0,0,0,0,3.7,3.3,1.4,13,13,0,1,0
-87.757639,41.964242,0,0,1,0,3,10,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
-87.731435,41.743402,0,1,0,0,0,52,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
-87.666014,41.720848,0,1,0,0,28,7,0,0,0,1,506,1843,70,45,27,1,71,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
-87.716788,41.89923,0,0,1,0,21,8,7,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
-87.726737,41.911824,0,0,1,0,1,3,0,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
-87.666901,41.868077,0,1,0,0,7,7,0,0,0,1,505,1845,69,43,25,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
