"Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","CodeSum2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2"
"2",2009-10-12,49,42,11,34,9,12,1,"RA DZ BR HZ",0,"29.50","30.20",0.6,24,"3.5"
"2",2009-10-13,48,36,7,32,8,17,1,"BR",0,"29.66","30.35",8.5,2,"11.3"
"2",2009-10-14,48,42,10,36,10,14,1,"RA DZ BR",0.03,"29.47","30.17",10.7,10,"11.2"
"2",2009-10-15,44,41,8,38,9,16,1,"RA DZ BR",0.33,"29.31","30.00",9.4,7,"10.0"
"2",2009-10-16,46,40,8,36,9,16,1,"RA DZ",0.08,"29.46","30.13",7.1,35,"8.1"
"2",2009-10-17,52,39,11,34,9,12,1,"RA",0.01,"29.64","30.30",6.9,35,"7.7"
"2",2009-10-18,53,33,8,33,9,16,1," ",0,"29.55","30.26",5.8,21,"6.2"
"2",2009-10-19,66,43,20,40,16,3,1," ",0,"29.32","30.01",10.7,21,"10.8"
"2",2009-10-20,64,51,23,47,21,28,1,"RA",0.05,"29.38","30.03",6.4,19,"7.4"
"2",2009-10-21,70,55,28,50,24,13,1," ",0.01,"29.32","29.99",11.1,21,"11.2"
"2",2009-10-22,58,49,19,49,20,4,1,"RA BR",0.84,"29.23","29.93",8.7,6,"13.2"
"2",2009-10-23,62,44,18,50,20,5,1,"RA DZ BR",1.29,"28.80","29.48",6.6,19,"15.4"
"2",2009-10-24,49,39,9,37,10,15,1,"RA DZ SN",0.05,"29.10","29.74",9.6,26,"10.3"
"2",2009-10-25,63,44,19,43,17,4,1,"RA BR",0.24,"29.32","29.97",6.3,19,"7.3"
"2",2009-10-26,55,50,18,47,18,5,1,"RA DZ BR",0.13,"29.35","30.02",5.2,21,"6.8"
"2",2009-10-27,52,48,15,46,17,8,1,"RA DZ BR",0.16,"29.24","29.94",5.5,5,"7.0"
"2",2009-10-28,58,50,19,49,20,4,1,"BR HZ",0,"29.34","29.99",1.8,13,"3.0"
"2",2009-10-29,60,48,19,50,21,4,1,"RA BR HZ",1.05,"29.28","29.99",11.1,14,"11.4"
"2",2009-10-30,68,47,23,54,25,28,1,"RA BR",1.15,"28.87","29.56",15.7,21,"17.9"
"2",2009-10-31,47,37,7,31,7,17,1," ",0.01,"29.25","29.87",13.4,26,"13.8"
"2",2010-05-01,71,61,31,54,28,1,2,"RA",0.01,"28.95","29.59",7.4,22,"8.1"
"2",2010-05-02,68,54,26,52,25,25,1,"RA BR",0.31,"28.97","29.60",2.8,26,"6.9"
"2",2010-05-03,72,52,27,45,22,24,1," ",0,"29.13","29.77",8.9,25,"9.5"
"2",2010-05-04,80,53,32,43,23,1,3," ",0,"29.13","29.78",12.1,21,"12.6"
"2",2010-05-05,73,57,30,37,20,1,1," ",0,"29.15","29.77",9.7,27,"12.1"
"2",2010-05-06,60,48,19,39,15,4,1," ",0.05,"29.33","29.99",5.9,6,"10.1"
"2",2010-05-07,59,46,18,46,18,5,1,"TSRA RA BR",0.74,"29.04","29.73",3.7,31,"13.8"
"2",2010-05-08,50,42,11,35,10,12,1,"RA",0.08,"29.42","30.06",13.6,29,"14.4"
"2",2010-05-09,56,37,12,29,9,11,1," ",0,"29.66","30.32",1.8,6,"5.9"
"2",2010-05-10,58,43,16,29,11,7,1,"RA",0,"29.54","30.25",12.5,12,"13.0"
"2",2010-05-11,59,44,17,46,17,6,1,"RA BR",0.72,"29.21","29.89",3,12,"10.4"
"2",2010-05-12,53,46,15,45,16,8,1,"TSRA RA DZ BR HZ",0.14,"29.41","30.09",8.3,6,"10.0"
"2",2010-05-13,78,49,29,54,26,2,1,"TSRA RA BR",0.97,"29.28","29.93",5.9,25,"13.4"
"2",2010-05-14,67,49,23,43,20,28,1," ",0,"29.52","30.17",11.9,26,"12.3"
"2",2010-05-15,63,47,20,41,17,3,1," ",0,"29.59","30.25",4,5,"6.4"
"2",2010-05-16,66,46,21,43,19,30,1," ",0,"29.48","30.17",11.1,5,"11.5"
"2",2010-05-17,60,52,21,43,18,30,1,"RA DZ",0.11,"29.35","30.03",7.9,3,"8.8"
"2",2010-05-18,62,49,21,41,17,30,1," ",0,"29.31","29.98",9.6,2,"10.1"
"2",2010-05-19,73,46,25,39,19,26,1," ",0,"29.36","30.02",6.4,4,"7.3"
"2",2010-05-20,72,51,27,49,24,24,1,"RA",0.09,"29.35","30.02",6.3,12,"7.4"
"2",2010-05-21,72,56,29,58,29,2,1,"RA DZ BR",0.4,"29.21","29.87",5,12,"6.2"
"2",2010-05-22,72,58,30,59,30,1,1,"FG+ FG BR HZ",0.01,"29.29","29.94",2.7,9,"6.1"
"2",2010-05-23,89,65,42,65,38,1,13," ",0,"29.33","29.96",9.7,18,"10.0"
"2",2010-05-24,91,73,47,66,40,1,18," ",0,"29.39","30.01",6.3,13,"7.9"
"2",2010-05-25,87,71,44,61,37,1,15," ",0,"29.39","30.02",6.4,12,"8.1"
"2",2010-05-26,85,70,43,62,37,1,14,"TS RA",0,"29.34","29.98",3.2,2,"5.8"
"2",2010-05-27,77,63,35,50,28,1,6," ",0,"29.36","30.00",12.7,2,"13.0"
"2",2010-05-28,76,59,33,49,27,1,4," ",0,"29.33","29.99",10,2,"10.4"
"2",2010-05-29,84,62,38,57,32,1,9," ",0,"29.28","29.93",4.5,7,"5.6"
"2",2010-05-30,91,64,43,59,35,1,14,"TSRA",0,"29.23","29.86",4.5,17,"6.1"
"2",2010-05-31,84,65,40,65,36,1,11,"TSRA RA BR HZ",1.57,"29.21","29.85",1.6,19,"4.8"
"2",2010-06-01,84,65,40,63,36,1,11,"BR HZ",0,"29.17","29.83",4.4,17,"6.1"
"2",2010-06-02,77,59,33,61,33,1,4,"TSRA RA BR",1.3,"29.05","29.69",2.8,32,"10.1"
"2",2010-06-03,71,58,30,46,24,1,1," ",0,"29.15","29.79",6.1,4,"7.7"
"2",2010-06-04,83,60,37,59,33,1,8," ",0,"29.07","29.71",6.8,21,"8.5"
"2",2010-06-05,79,60,35,63,35,1,6,"TS RA BR",0.51,"29.00","29.65",3.8,24,"8.0"
"2",2010-06-06,75,58,32,54,28,1,3,"RA",0,"29.22","29.83",8.3,33,"10.4"
"2",2010-06-07,69,56,28,48,24,13,1," ",0,"29.41","30.04",6.5,7,"7.9"
"2",2010-06-08,67,59,28,57,28,13,1,"RA BR",0.33,"29.28","29.96",7.8,13,"8.9"
"2",2010-06-09,83,67,40,55,32,1,11,"BR",0,"29.19","29.82",10,27,"10.8"
"2",2010-06-10,75,60,33,54,29,1,4," ",0,"29.31","29.94",5.3,8,"6.7"
"2",2010-06-11,88,64,41,67,40,1,12,"TSRA",0.41,"29.24","29.88",8.6,19,"10.2"
"2",2010-06-12,77,62,35,63,34,1,6,"RA BR HZ",0.12,"29.31","29.94",2.2,2,"7.4"
"2",2010-06-13,73,61,32,61,32,1,3,"RA BR HZ",0.25,"29.32","29.97",3.6,7,"4.6"
"2",2010-06-14,72,61,32,61,32,1,3,"RA BR HZ",0.01,"29.28","29.92",5.5,5,"6.5"
"2",2010-06-15,79,61,35,65,36,1,6,"RA BR HZ",0.88,"29.23","29.88",3.2,20,"6.3"
"2",2010-06-16,86,65,41,60,34,1,12," ",0,"29.34","29.97",6.1,27,"10.2"
"2",2010-06-17,84,67,41,61,36,1,12," ",0,"29.36","30.00",4.4,14,"6.9"
"2",2010-06-18,91,66,44,66,38,1,15,"TS TSRA RA",0.66,"29.24","29.91",6.2,22,"9.6"
"2",2010-06-19,86,66,41,60,35,1,12," ",0,"29.30","29.92",10.1,27,"11.5"
"2",2010-06-20,80,67,39,60,34,1,10," ",0,"29.40","30.02",4.4,8,"5.2"
"2",2010-06-21,85,68,42,66,38,1,13,"TSRA",0.4,"29.31","29.96",4.4,17,"7.0"
"2",2010-06-22,86,70,43,68,40,1,14," ",0,"29.34","29.97",6.7,22,"7.2"
"2",2010-06-23,87,67,42,69,40,1,13,"TS TSRA RA BR HZ",1.23,"29.23","29.89",9.3,22,"11.5"
"2",2010-06-24,81,65,38,59,34,1,9," ",0,"29.38","30.01",2.3,36,"8.1"
"2",2010-06-25,84,66,40,61,35,1,11," ",0,"29.34","29.99",6.5,20,"7.7"
"2",2010-06-26,88,68,43,65,38,1,14,"TSRA RA BR",0.7,"29.16","29.81",2.3,16,"7.0"
"2",2010-06-27,87,72,45,69,41,1,16,"BR",0.88,"28.95","29.60",8.5,24,"10.0"
"2",2010-06-28,82,65,39,59,34,1,10," ",0,"29.13","29.74",9.1,31,"11.7"
"2",2010-06-29,73,62,33,52,28,1,4," ",0,"29.46","30.07",6.7,6,"8.6"
"2",2010-06-30,76,57,32,50,26,1,3," ",0,"29.60","30.23",3.9,5,"6.6"
"2",2010-07-01,77,58,33,47,26,1,4," ",0,"29.65","30.31",6.2,10,"6.0"
"2",2010-07-02,83,62,38,50,29,1,9," ",0,"29.52","30.19",7.5,18,"7.9"
"2",2010-07-03,87,64,41,54,32,1,12," ",0,"29.36","30.02",8.1,20,"8.4"
"2",2010-07-04,92,72,47,65,40,1,18," ",0.03,"29.26","29.90",10.2,22,"10.7"
"2",2010-07-05,90,79,50,63,39,1,21," ",0,"29.26","29.88",13,20,"13.3"
"2",2010-07-06,91,75,48,68,41,1,19,"RA",0.04,"29.33","29.95",9,23,"10.2"
"2",2010-07-07,94,72,48,69,42,1,19," ",0.05,"29.39","30.01",4.8,24,"5.5"
"2",2010-07-08,87,74,46,69,41,1,17,"RA BR",0.15,"29.33","29.97",0.5,34,"4.7"
"2",2010-07-09,87,72,45,59,36,1,16," ",0,"29.32","29.96",4.9,2,"6.5"
"2",2010-07-10,89,69,44,59,36,1,15," ",0.01,"29.29","29.93",4.1,27,"7.1"
"2",2010-07-11,85,67,41,62,36,1,12,"TSRA RA BR",0.77,"29.13","29.79",6.4,21,"6.7"
"2",2010-07-12,84,65,40,64,37,1,11,"RA BR HZ",0.01,"29.11","29.74",1.1,4,"4.6"
"2",2010-07-13,84,71,43,64,37,1,14,"RA",0.02,"29.24","29.85",6.2,9,"6.9"
"2",2010-07-14,91,72,47,69,42,1,18,"BR HZ",0,"29.31","29.94",8.6,18,"9.2"
"2",2010-07-15,92,73,48,69,42,1,19," ",0,"29.26","29.89",7.9,25,"10.3"
"2",2010-07-16,90,68,44,60,37,1,15," ",0,"29.29","29.93",6.6,25,"7.9"
"2",2010-07-17,92,71,47,64,39,1,18," ",0,"29.24","29.87",1.4,26,"6.4"
"2",2010-07-18,91,74,48,69,42,1,19," ",0.29,"29.16","29.80",7.1,24,"9.2"
"2",2010-07-19,84,72,43,66,39,1,14,"RA",0,"29.23","29.87",3.4,23,"4.9"
"2",2010-07-20,85,69,42,66,39,1,13,"HZ",0,"29.26","29.90",7,23,"7.9"
"2",2010-07-21,90,73,47,66,40,1,18," ",0,"29.35","29.98",1.8,30,"6.3"
"2",2010-07-22,90,72,46,70,43,1,17,"RA",0.02,"29.23","29.88",8.2,20,"9.0"
"2",2010-07-23,95,71,48,71,43,1,19,"TS TSRA RA BR",3.15,"29.23","29.83",9.6,24,"11.0"
"2",2010-07-24,87,69,43,70,41,1,14,"TS TSRA RA FG BR",4.73,"29.21","29.84",2.9,23,"10.1"
"2",2010-07-25,81,68,40,60,35,1,11,"BR",0.52,"29.41","30.03",9.2,2,"9.6"
"2",2010-07-26,84,64,39,62,36,1,10," ",0,"29.43","30.07",4.8,12,"5.4"
"2",2010-07-27,88,71,45,66,40,1,16," ",0,"29.34","29.99",6,21,"6.7"
"2",2010-07-28,91,77,49,71,44,1,20,"HZ",0,"29.30","29.92",5.2,25,"8.8"
"2",2010-07-29,81,69,40,59,34,1,11," ",0,"29.41","30.05",6.1,6,"7.8"
"2",2010-07-30,79,71,40,59,34,1,11,"RA",0,"29.31","29.97",5.1,16,"5.8"
"2",2010-07-31,78,65,37,63,35,1,8,"RA BR HZ",0.6,"29.21","29.84",3.1,14,"4.8"
"2",2010-08-01,84,66,40,64,37,1,11,"BR HZ",0,"29.29","29.93",2.2,11,"3.9"
"2",2010-08-02,84,70,42,66,39,1,13,"RA",0.08,"29.31","29.94",5.4,21,"6.2"
"2",2010-08-03,87,65,41,70,42,1,12,"TSRA RA BR",1.6,"29.24","29.89",2.3,20,"3.6"
"2",2010-08-04,81,71,41,71,42,1,12,"TSRA RA BR",0.57,"29.21","29.83",3.6,26,"4.2"
"2",2010-08-05,84,68,41,62,36,1,12," ",0,"29.19","29.82",9.5,29,"9.8"
"2",2010-08-06,82,64,38,58,33,1,9," ",0,"29.28","29.91",5.9,29,"6.3"
"2",2010-08-07,84,66,40,63,36,1,11," ",0,"29.26","29.91",7.1,23,"7.5"
"2",2010-08-08,87,71,44,66,39,1,15," ",0.05,"29.21","29.85",8.6,21,"9.3"
"2",2010-08-09,89,75,47,69,42,1,18,"HZ",0,"29.26","29.88",4.4,24,"6.5"
"2",2010-08-10,88,77,48,71,43,1,19," ",0,"29.28","29.91",5.5,8,"5.9"
"2",2010-08-11,90,77,49,69,43,1,20,"HZ",0,"29.20","29.82",5.2,27,"7.4"
"2",2010-08-12,89,75,47,69,43,1,18," ",0,"29.18","29.81",3.3,8,"5.7"
"2",2010-08-13,93,72,48,70,43,1,19,"RA BR",0.66,"29.13","29.76",7.4,17,"9.0"
"2",2010-08-14,88,72,45,68,41,1,16," ",0,"29.18","29.80",2.8,22,"4.2"
"2",2010-08-15,84,67,41,62,37,1,12," ",0,"29.26","29.88",8.5,29,"9.3"
"2",2010-08-16,80,64,37,54,31,1,8," ",0,"29.36","30.00",9.3,27,"9.9"
"2",2010-08-17,79,65,37,57,32,1,8,"RA",0.03,"29.41","30.05",3.8,28,"6.0"
"2",2010-08-18,83,64,39,60,34,1,10,"RA",0.04,"29.34","30.00",1.2,18,"3.4"
"2",2010-08-19,87,69,43,63,38,1,14," ",0,"29.24","29.89",4.6,21,"5.5"
"2",2010-08-20,93,75,49,66,40,1,20,"RA",0,"29.16","29.80",10,19,"10.5"
"2",2010-08-21,86,71,44,68,40,1,15,"RA BR",0.59,"29.20","29.81",2.6,35,"5.2"
"2",2010-08-22,80,68,39,64,37,1,10," ",0,"29.40","30.02",9.4,2,"10.3"
"2",2010-08-23,78,67,38,63,36,1,9," ",0,"29.40","30.04",6.9,7,"8.1"
"2",2010-08-24,81,68,40,61,35,1,11," ",0,"29.35","30.00",2.4,8,"5.3"
"2",2010-08-25,79,63,36,50,28,1,7," ",0,"29.42","30.06",9.4,33,"9.9"
"2",2010-08-26,78,62,35,52,28,1,6," ",0,"29.51","30.15",1.9,14,"6.1"
"2",2010-08-27,83,61,37,53,30,1,8," ",0,"29.44","30.10",5.8,21,"6.6"
"2",2010-08-28,87,65,41,50,30,1,12," ",0,"29.42","30.06",7.6,18,"7.8"
"2",2010-08-29,93,72,48,63,38,1,19," ",0,"29.45","30.08",7.6,19,"7.7"
"2",2010-08-30,88,73,46,65,39,1,17," ",0,"29.49","30.12",10.2,19,"10.5"
"2",2010-08-31,92,75,49,67,41,1,20," ",0,"29.34","30.00",12,20,"12.2"
"2",2010-09-01,80,71,41,66,39,1,12,"RA BR",0.14,"29.27","29.90",5.8,22,"6.9"
"2",2010-09-02,83,66,40,67,39,1,11,"TSRA RA BR",0.92,"29.15","29.80",7,21,"7.9"
"2",2010-09-03,72,57,30,51,26,1,1," ",0,"29.17","29.81",15.7,28,"16.1"
"2",2010-09-04,68,52,25,43,20,26,1,"RA",0,"29.31","29.95",11.3,30,"11.9"
"2",2010-09-05,77,52,30,48,25,1,1," ",0,"29.28","29.95",7.2,20,"8.0"
"2",2010-09-06,84,68,41,50,29,1,12," ",0,"29.18","29.83",13.8,20,"14.3"
"2",2010-09-07,79,60,35,47,27,1,6," ",0,"29.28","29.89",16.2,25,"17.2"
"2",2010-09-08,71,53,27,47,23,24,1," ",0,"29.44","30.08",3.7,34,"7.8"
"2",2010-09-09,68,53,26,49,24,25,1," ",0,"29.42","30.08",5.2,4,"6.9"
"2",2010-09-10,72,59,31,50,26,1,2," ",0,"29.29","29.96",9.9,10,"11.0"
"2",2010-09-11,75,59,32,54,28,1,3,"RA BR",0.16,"29.21","29.86",1.6,24,"8.9"
"2",2010-09-12,83,53,33,50,28,1,4," ",0,"29.36","29.99",7.9,25,"8.2"
"2",2010-09-13,82,61,37,53,29,1,8," ",0,"29.35","29.99",1,26,"4.6"
"2",2010-09-14,77,58,33,48,26,1,4," ",0,"29.44","30.08",4.6,7,"5.6"
"2",2010-09-15,75,61,33,52,28,1,4,"RA BR",0.04,"29.31","30.00",7.4,12,"8.5"
"2",2010-09-16,70,57,29,55,28,2,1,"BR HZ",0.03,"29.24","29.87",7.4,33,"12.9"
"2",2010-09-17,74,51,28,49,25,13,1," ",0,"29.42","30.06",3.9,19,"4.8"
"2",2010-09-18,66,60,28,55,27,13,1,"TSRA RA",0.22,"29.49","30.12",2,3,"7.3"
"2",2010-09-19,68,56,27,48,24,24,1,"RA",0.01,"29.51","30.17",7.4,4,"8.4"
"2",2010-09-20,77,63,35,60,33,1,6," ",0,"29.35","30.02",5.4,12,"7.0"
"2",2010-09-21,89,67,43,62,36,1,14,"TSRA RA",0.03,"29.23","29.86",9.2,22,"10.3"
"2",2010-09-22,75,64,35,61,32,1,6,"BR",0,"29.38","30.01",1.8,8,"5.2"
"2",2010-09-23,90,66,43,61,37,1,14,"BR",0,"29.21","29.87",14.5,21,"14.9"
"2",2010-09-24,79,57,33,53,28,1,4,"RA BR",0.2,"29.24","29.87",14.8,25,"16.6"
"2",2010-09-25,60,52,21,43,18,30,1,"RA",0,"29.45","30.10",7.4,36,"9.5"
"2",2010-09-26,60,52,21,44,19,30,1,"RA",0.05,"29.45","30.12",11.2,2,"11.8"
"2",2010-09-27,63,49,21,46,19,30,1,"RA HZ",0.01,"29.24","29.95",0.6,7,"2.7"
"2",2010-09-28,70,46,23,44,20,28,1," ",0,"29.13","29.79",2.1,6,"3.7"
"2",2010-09-29,76,50,28,45,23,13,1," ",0,"29.15","29.81",5.1,21,"5.5"
"2",2010-09-30,75,53,29,49,24,2,1," ",0,"29.29","29.91",8.3,1,"10.1"
"2",2010-10-01,74,49,27,43,21,24,1,"RA",0.02,"29.38","30.04",3.9,28,"5.6"
"2",2010-10-02,55,46,16,42,16,7,1,"RA DZ",0.25,"29.52","30.16",17.5,36,"17.8"
"2",2010-10-03,57,43,15,38,13,8,1,"RA",0.01,"29.68","30.35",9.7,36,"11.0"
"2",2010-10-04,59,41,15,39,14,8,1," ",0,"29.70","30.38",2,3,"4.4"
"2",2010-10-05,66,40,18,37,15,5,1," ",0,"29.65","30.34",0.7,36,"2.7"
"2",2010-10-06,78,45,27,43,21,24,1," ",0,"29.39","30.08",6.7,27,"7.3"
"2",2010-10-07,76,49,28,40,20,13,1," ",0,"29.42","30.08",2.9,31,"4.5"
"2",2010-10-08,79,49,29,37,20,2,1," ",0,"29.37","30.03",7,24,"7.1"
"2",2010-10-09,87,56,37,49,28,1,8," ",0,"29.31","29.97",3.9,24,"4.2"
"2",2010-10-10,84,59,37,50,28,1,8," ",0,"29.23","29.88",3.7,25,"3.9"
"2",2010-10-11,81,57,34,53,28,1,5," ",0,"29.18","29.82",1.5,34,"4.3"
"2",2010-10-12,76,54,30,54,28,1,1," ",0,"29.26","29.91",3.1,6,"5.0"
"2",2010-10-13,63,48,21,48,22,30,1,"TSRA",0.26,"29.40","30.05",7.3,36,"8.3"
"2",2010-10-14,66,43,20,32,14,3,1," ",0,"29.28","29.96",6.5,27,"8.0"
"2",2010-10-15,62,47,20,41,16,3,1," ",0,"29.40","30.05",6.6,36,"9.2"
"2",2010-10-16,71,44,23,39,17,28,1," ",0,"29.38","30.04",6.4,22,"7.1"
"2",2010-10-17,64,48,21,38,16,30,1," ",0,"29.41","30.08",3.6,3,"5.3"
"2",2010-10-18,60,45,18,41,16,5,1," ",0,"29.35","30.02",4.1,5,"5.6"
"2",2010-10-19,61,40,16,35,13,7,1," ",0,"29.29","29.98",5.3,28,"6.4"
"2",2010-10-20,70,46,23,35,15,28,1," ",0,"29.09","29.77",9.9,26,"12.2"
"2",2010-10-21,56,41,14,29,9,9,1," ",0,"29.31","29.96",8.5,30,"8.8"
"2",2010-10-22,65,37,16,29,11,7,1," ",0.01,"29.41","30.08",4.9,21,"5.1"
"2",2010-10-23,67,54,26,43,21,25,1,"TSRA RA BR",0.21,"29.26","29.95",9.8,20,"10.3"
"2",2010-10-24,73,57,30,51,26,1,1,"TSRA",1.01,"29.05","29.74",7.7,20,"8.5"
"2",2010-10-25,72,57,30,56,29,1,1,"BR",0.01,"28.80","29.50",10.1,19,"10.7"
"2",2010-10-26,71,54,28,47,23,13,1,"RA BR",0.4,"28.63","29.23",19.2,21,"21.4"
"2",2010-10-27,65,43,19,31,14,4,1," ",0,"29.00","29.60",20.8,25,"22.1"
"2",2010-10-28,46,39,8,30,7,16,1," ",0,"29.49","30.12",14.9,28,"15.2"
"2",2010-10-29,50,33,7,26,5,17,1," ",0,"29.55","30.25",5.3,24,"7.0"
"2",2010-10-30,63,41,17,32,11,6,1," ",0,"29.21","29.90",6.1,24,"13.3"
"2",2010-10-31,52,39,11,31,9,12,1," ",0,"29.55","30.20",9,3,"9.9"
"2",2011-05-01,64,52,23,37,17,28,1," ",0,"29.32","29.94",11.2,26,"11.6"
"2",2011-05-02,60,43,17,31,11,6,1," ",0,"29.52","30.16",4.6,36,"9.9"
"2",2011-05-03,51,38,10,30,7,14,1,"DZ",0,"29.56","30.23",8.2,2,"8.7"
"2",2011-05-04,57,37,12,29,9,11,1," ",0,"29.70","30.37",4.9,3,"7.3"
"2",2011-05-05,62,41,17,39,15,6,1,"RA",0.1,"29.40","30.13",10.4,19,"10.9"
"2",2011-05-06,69,45,22,39,18,29,1,"BR",0,"29.18","29.87",7.9,27,"9.3"
"2",2011-05-07,60,46,18,46,19,5,1," ",0,"29.18","29.84",5.3,5,"7.9"
"2",2011-05-08,68,44,21,44,19,30,1," ",0,"29.33","29.97",6.9,6,"7.8"
"2",2011-05-09,74,51,28,46,24,13,1," ",0,"29.21","29.89",15.3,12,"15.6"
"2",2011-05-10,91,64,43,60,35,1,14,"HZ",0,"29.06","29.71",7.3,17,"8.6"
"2",2011-05-11,88,67,43,65,38,1,14,"BR HZ",0.28,"29.16","29.78",4.4,14,"6.4"
"2",2011-05-12,87,63,40,61,35,1,11,"TS BR HZ",0.02,"29.13","29.78",4.3,19,"7.4"
"2",2011-05-13,77,47,27,54,26,24,1," ",0.01,"29.07","29.71",10.5,1,"11.5"
"2",2011-05-14,51,46,14,46,16,9,1,"RA DZ BR",0.43,"29.05","29.72",17,1,"17.2"
"2",2011-05-15,48,42,10,38,11,14,1,"RA BR",0.37,"29.19","29.84",18.8,1,"18.9"
"2",2011-05-16,53,40,12,31,9,11,1," ",0,"29.34","30.01",13.9,1,"14.1"
"2",2011-05-17,60,40,15,35,13,8,1," ",0,"29.27","29.95",13.1,2,"13.6"
"2",2011-05-18,61,50,21,49,20,30,1,"RA BR HZ",0.03,"29.21","29.88",6.6,1,"7.0"
"2",2011-05-19,73,50,27,53,24,24,1,"BR HZ VCFG",0,"29.36","30.00",3,2,"5.0"
"2",2011-05-20,72,50,26,53,25,25,1,"BR",0,"29.36","30.03",5.4,7,"6.2"
"2",2011-05-21,76,51,29,59,31,2,1,"HZ",0,"29.20","29.87",8.1,15,"9.0"
"2",2011-05-22,88,65,42,59,34,1,13,"TSRA",0.12,"29.02","29.69",11.2,18,"11.6"
"2",2011-05-23,80,65,38,59,33,1,9," ",0,"28.98","29.61",11.3,24,"12.5"
"2",2011-05-24,69,48,24,47,22,27,1," ",0.01,"29.21","29.84",11.1,3,"11.5"
"2",2011-05-25,75,49,27,53,24,24,1,"TSRA RA BR",1.9,"28.97","29.65",7.8,3,"10.1"
"2",2011-05-26,50,43,12,40,12,11,1,"RA BR",0.61,"29.19","29.83",18.8,1,"18.9"
"2",2011-05-27,58,42,15,41,15,8,1,"RA",0.01,"29.27","29.94",6.6,4,"8.0"
"2",2011-05-28,64,52,23,55,26,28,1,"TSRA RA DZ BR HZ",0.23,"29.16","29.83",4.4,18,"5.8"
"2",2011-05-29,72,57,30,60,30,1,1,"TSRA RA FG+ BR",0.92,"29.23","29.86",3.6,11,"6.6"
"2",2011-05-30,90,65,43,65,39,1,14," ",0,"29.33","29.96",11.2,19,"11.6"
"2",2011-05-31,88,69,44,65,39,1,15,"RA",0,"29.41","30.02",12.4,22,"13.2"
"2",2011-06-01,82,63,38,49,28,1,9," ",0,"29.51","30.15",11.5,26,"11.5"
"2",2011-06-02,69,57,28,45,22,13,1,"RA",0,"29.51","30.18",8.9,6,"9.6"
"2",2011-06-03,88,57,38,61,36,1,9,"RA",0.18,"29.37","30.03",10,16,"10.6"
"2",2011-06-04,91,67,44,64,38,1,15," ",0.5,"29.38","30.00",3,26,"8.1"
"2",2011-06-05,84,63,39,55,31,1,10," ",0.01,"29.41","30.06",2.7,8,"5.0"
"2",2011-06-06,94,62,43,63,38,1,14," ",0,"29.22","29.88",7.8,20,"8.6"
"2",2011-06-07,96,77,52,64,41,1,23," ",0,"29.18","29.80",9.7,23,"10.1"
"2",2011-06-08,96,67,47,63,40,1,18,"TSRA BR",0.69,"29.20","29.80",9.3,23,"12.1"
"2",2011-06-09,69,52,26,54,25,25,1,"TSRA BR",2.17,"29.34","29.98",7,4,"12.0"
"2",2011-06-10,71,51,26,56,27,25,1,"TS TSRA BR HZ",0.44,"29.26","29.92",6.1,1,"7.5"
"2",2011-06-11,65,53,24,54,25,27,1,"TSRA RA DZ BR",0.1,"29.29","29.94",5.4,2,"5.8"
"2",2011-06-12,64,51,23,45,21,28,1," ",0,"29.44","30.09",9.4,2,"9.9"
"2",2011-06-13,71,56,29,43,22,2,1," ",0,"29.44","30.11",8,6,"8.7"
"2",2011-06-14,77,58,33,49,26,1,4," ",0,"29.31","30.00",7.8,9,"8.3"
"2",2011-06-15,72,57,30,59,31,1,1,"TSRA RA BR",0.84,"29.07","29.73",8.4,16,"11.2"
"2",2011-06-16,81,62,37,59,32,1,8,"RA BR",0.03,"29.12","29.75",6.6,26,"9.1"
"2",2011-06-17,82,64,38,60,34,1,9," ",0,"29.18","29.81",5.3,7,"6.2"
"2",2011-06-18,83,63,38,62,35,1,9," ",0,"29.16","29.80",4.5,8,"6.4"
"2",2011-06-19,83,65,39,65,38,1,10,"BR",0,"29.08","29.73",3.7,14,"4.9"
"2",2011-06-20,80,69,40,67,38,1,11,"TSRA BR",1.23,"29.07","29.70",8,16,"9.5"
"2",2011-06-21,89,69,44,70,42,1,15,"TSRA RA BR",0.08,"28.98","29.63",11,18,"11.8"
"2",2011-06-22,75,66,36,62,34,1,7," ",0.02,"28.95","29.59",12.9,21,"13.4"
"2",2011-06-23,72,63,33,60,32,1,4,"RA BR",0.05,"28.96","29.60",12.6,26,"13.5"
"2",2011-06-24,68,60,29,55,28,2,1," ",0,"29.13","29.76",8.5,29,"8.7"
"2",2011-06-25,78,61,35,52,29,1,6,"RA",0,"29.28","29.91",3.9,9,"5.8"
"2",2011-06-26,80,64,37,53,30,1,8," ",0,"29.28","29.93",6.5,9,"7.0"
"2",2011-06-27,80,67,39,64,36,1,10,"RA BR",0.14,"29.15","29.79",6.4,21,"9.2"
"2",2011-06-28,81,65,38,53,30,1,9," ",0,"29.34","29.97",7.2,30,"8.6"
"2",2011-06-29,80,63,37,55,31,1,8," ",0,"29.41","30.04",3.9,8,"5.9"
"2",2011-06-30,89,66,43,61,36,1,14,"TS TSRA RA VCTS",0.03,"29.34","29.99",9.2,16,"10.6"
"2",2011-07-01,89,70,45,63,37,1,16,"TS RA",0.01,"29.31","29.95",10.4,18,"10.8"
