Date,ID,Station2,Tmax2,Tmin2,Tavg2,DewPoint2,WetBulb2,Heat2,Cool2,PrecipTotal2,StnPressure2,SeaLevel2,ResultSpeed2,ResultDir2,AvgSpeed2,BCFG2,BR2,DZ2,FG2,FG.2,FU2,GR2,HZ2,RA2,SN2,SQ2,TS2,TSRA2,VCFG2,VCTS2,Tmax2.imp,Tavg2.imp,PrecipTotal2.imp,RA45.2,PT45_gt052,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,BCFG,BR,DZ,FG,FG.,FU,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCTS,RA45,PT45_gt05,year,Month,MoDay,Month_Day
15/07/2011,812,2,86,71,44,60,36,1,15,0,29.33,29.96,6.2,10,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,44,0,13,1,1,87,70,44,23,60,35,1,15,429,1926,0,0,29.27,29.98,5.4,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,7,15,7/1
16/07/2011,813,2,90,74,47,60,37,1,18,0,29.38,30,2.5,19,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0,13,1,1,89,71,45,24,61,37,1,16,430,1925,0,0,29.32,30.02,3.4,19,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,2011,7,16,7/1
17/07/2011,814,2,95,74,50,69,43,1,21,0,29.41,30.04,6.8,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,50,0,12,1,1,95,69,47,26,69,43,1,18,431,1925,0,0,29.35,30.06,6.2,22,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,7,17,7/1
18/07/2011,815,2,93,81,52,74,46,1,23,0,29.29,29.94,11.2,24,11.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,52,0,11,1,1,92,80,51,30,75,47,1,22,432,1924,0,0.01,29.23,29.96,10.6,25,10.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,1,2011,7,18,7/1
19/07/2011,816,2,92,79,51,73,46,1,22,0,29.23,29.86,3.2,6,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,51,0,11,1,1,93,78,51,30,72,45,1,22,433,1923,0,0,29.17,29.89,4.5,7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2011,7,19,7/1
20/07/2011,817,2,100,77,54,73,46,1,25,0,29.15,29.78,7.6,23,9.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,54,0,11,1,1,99,73,51,30,73,46,1,22,433,1923,0,0.02,29.08,29.8,9,23,10.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1,2011,7,20,7/1
21/07/2011,818,2,101,82,57,72,46,1,28,0,29.16,29.77,5.3,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,57,0,11,1,1,99,75,52,31,70,45,1,23,434,1922,0,0.02,29.1,29.8,6.2,28,8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,2011,7,21,7/1
22/07/2011,819,2,100,71,NA,70,43,NA,NA,0.14,29.23,29.86,3.8,10,8.2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,100,52.17397858,0.14,11,1,1,88,70,44,23,70,42,1,15,435,1921,0,1.55,29.18,29.88,1.7,9,9,0,1,0,0,0,0,0,0,1,0,0,1,1,0,15,1,2011,7,22,7/1
23/07/2011,820,2,87,70,44,70,42,1,15,0.04,29.28,29.93,0.7,20,4.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,87,44,0.04,12,1,1,87,70,44,23,70,42,1,15,436,1920,0,6.86,29.23,29.95,0.8,30,5.3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,16,1,2011,7,23,7/1
24/07/2011,821,2,87,72,45,69,41,1,16,0.02,29.32,29.95,0.7,20,5.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,87,45,0.02,12,1,1,87,72,45,24,70,42,1,16,437,1919,0,0.18,29.26,29.97,1.5,23,6.4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15,1,2011,7,24,7/1
25/07/2011,822,2,90,73,47,67,40,1,18,0.01,29.25,29.89,2.1,35,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0.01,12,1,1,88,73,46,25,66,40,1,17,438,1918,0,0,29.2,29.91,3.4,32,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2011,7,25,7/1
26/07/2011,823,2,85,72,44,62,37,1,15,0.01,29.23,29.86,5.9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,44,0.01,11,1,1,83,71,42,21,63,37,1,13,439,1918,0,0,29.18,29.88,6.3,5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,7,26,7/1
27/07/2011,824,2,92,72,47,66,40,1,18,0,29.21,29.84,6,16,9.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92,47,0,11,1,1,90,68,44,23,66,39,1,15,440,1917,0,0.71,29.13,29.85,6.2,16,9.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,1,2011,7,27,7/1
28/07/2011,825,2,88,74,46,71,43,1,17,0,29.26,29.87,3.3,21,6.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,88,46,0,12,1,1,87,73,45,24,71,43,1,16,441,1916,0,0.7,29.2,29.89,3.2,23,6.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,1,2011,7,28,7/1
29/07/2011,826,2,86,74,45,69,41,1,16,0.36,29.34,29.96,3.5,4,5.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,86,45,0.36,12,1,1,86,71,44,23,67,40,1,15,442,1915,0,0.7,29.28,29.98,4.3,4,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2011,7,29,7/1
30/07/2011,827,2,91,68,45,65,40,1,16,0,29.41,30.03,2,11,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,45,0,11,1,1,91,67,44,23,64,39,1,15,443,1914,0,0,29.35,30.05,2.4,13,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,7,30,7/1
31/07/2011,828,2,91,73,47,69,42,1,18,0,29.41,30.04,4.5,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0,10,1,1,90,68,44,23,69,42,1,15,444,1913,0,0,29.35,30.06,4.9,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,7,31,7/1
01/08/2011,829,2,91,76,49,71,44,1,20,0,29.33,29.97,3.1,25,5.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,91,49,0,10,1,1,91,74,48,28,72,44,1,19,445,1911,0,0,29.28,29.99,4.2,27,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,1,1/8
02/08/2011,830,2,93,74,49,73,46,1,20,0.28,29.1,29.75,8,20,8.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,93,49,0.28,10,1,1,93,74,49,29,73,45,1,20,446,1910,0,0.43,29.04,29.77,8.3,21,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,2,2/8
03/08/2011,831,2,87,73,45,66,40,1,16,0,29.16,29.78,9.6,1,10.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,45,0,10,1,1,86,72,44,24,67,40,1,15,447,1909,0,0,29.11,29.81,6.9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,3,3/8
04/08/2011,832,2,82,69,41,67,39,1,12,0,29.3,29.92,4.8,5,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,41,0,10,0,1,84,69,42,22,66,38,1,13,448,1908,0,0,29.25,29.94,5.3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2011,8,4,4/8
05/08/2011,833,2,84,70,42,68,40,1,13,0,29.26,29.91,5.2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,42,0,9,0,1,83,69,41,21,68,40,1,12,449,1907,0,0,29.21,29.93,4,5,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2011,8,5,5/8
06/08/2011,834,2,85,73,44,70,41,1,15,0.69,29.15,29.8,1.3,3,3.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85,44,0.69,10,1,1,85,72,44,24,70,41,1,15,450,1906,0,0.18,29.1,29.82,2.5,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2011,8,6,6/8
07/08/2011,835,2,87,70,44,69,41,1,15,0.49,29.09,29.73,3.6,26,5.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,87,44,0.49,10,1,1,86,68,42,22,69,40,1,13,451,1904,0,0.75,29.03,29.75,4.6,27,6.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,1,2011,8,7,7/8
08/08/2011,836,2,80,69,40,67,39,1,11,0.29,29.06,29.7,2.8,6,5.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,80,40,0.29,11,1,1,80,68,39,19,67,38,1,10,452,1903,0,0.63,29,29.72,4,4,6.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2011,8,8,8/8
09/08/2011,837,2,82,66,39,61,35,1,10,0.01,29.03,29.66,11,27,11.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,39,0.01,10,1,1,80,64,37,1,61,35,1,8,453,1902,0,0,28.97,29.67,10.8,28,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2011,8,9,9/8
10/08/2011,838,2,78,62,35,54,30,1,6,0,29.2,29.82,4.4,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0,10,1,1,77,61,34,12,54,30,1,5,454,1900,0,0,29.14,29.84,7.3,31,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2011,8,10,10/8
11/08/2011,839,2,81,60,36,54,30,1,7,0,29.31,29.93,2.7,23,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0,9,1,1,81,57,34,12,54,30,1,5,455,1859,0,0,29.25,29.95,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2011,8,11,11/8
12/08/2011,840,2,82,65,39,57,33,1,10,0,29.28,29.93,8.2,19,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,39,0,9,1,1,81,60,36,10,59,33,1,7,456,1858,0,0,29.22,29.94,8.3,19,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2011,8,12,12/8
13/08/2011,841,2,84,66,40,63,35,1,11,0.93,29.2,29.84,5.3,24,7.8,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,84,40,0.93,10,1,1,83,62,38,18,64,35,1,9,457,1856,0,0.75,29.15,29.86,3.6,27,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2011,8,13,8/1
14/08/2011,842,2,75,62,34,60,32,1,5,0.01,29.29,29.93,11.7,35,12.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,34,0.01,10,1,1,75,62,34,11,60,32,1,5,458,1855,0,0,29.24,29.95,10.4,36,11.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2011,8,14,8/1
15/08/2011,843,2,80,59,35,55,31,1,6,0,29.33,29.96,2.7,5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,35,0,9,1,1,82,57,35,10,55,31,1,6,459,1854,0,0,29.28,29.98,2.4,2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,15,8/1
16/08/2011,844,2,83,63,38,56,32,1,9,0,29.38,30.01,2.3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,9,1,1,85,61,38,19,58,33,1,9,500,1852,0,0,29.32,30.03,2.9,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,16,8/1
17/08/2011,845,2,83,65,39,61,36,1,10,0,29.36,30.01,6,21,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,39,0,9,1,1,83,62,38,19,63,36,1,9,501,1851,0,0,29.31,30.02,5.6,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,17,8/1
18/08/2011,846,2,85,71,43,62,36,1,14,0,29.28,29.94,2.8,7,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,43,0,9,1,1,84,67,41,22,60,35,1,12,502,1849,0,0,29.23,29.96,2.3,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,18,8/1
19/08/2011,847,2,86,67,42,62,37,1,13,0,29.23,29.87,4.7,13,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,42,0,9,1,1,87,64,41,23,63,37,1,12,503,1848,0,0,29.18,29.89,3.3,14,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,19,8/1
20/08/2011,848,2,79,68,39,67,38,1,10,0.39,29.28,29.9,2,16,4.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,79,39,0.39,10,1,1,80,66,38,20,67,38,1,9,504,1846,0,1.11,29.22,29.92,1.3,21,3.4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13,1,2011,8,20,8/1
21/08/2011,849,2,81,66,39,58,33,1,10,0.01,29.32,29.95,7,32,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81,39,0.01,10,1,1,80,64,37,19,58,32,1,8,505,1845,0,0,29.26,29.97,8,32,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,2011,8,21,8/1
22/08/2011,850,2,82,61,37,59,33,1,8,0,29.36,30.01,0.7,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,10,1,1,82,59,36,18,59,33,1,7,506,1843,0,0,29.3,30.02,1.6,26,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,8,22,8/1
23/08/2011,851,2,74,66,35,62,34,1,6,0.4,29.18,29.86,8.4,20,9.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74,35,0.4,11,1,1,73,62,33,11,63,34,1,4,508,1842,0,0.65,29.1,29.86,9.1,20,9.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,2011,8,23,8/1
24/08/2011,852,2,91,70,46,65,39,1,17,0,29.05,29.68,8.1,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,46,0,11,1,1,92,69,46,28,65,39,1,17,509,1840,0,0,28.99,29.7,8.2,27,10.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,8,24,8/1
25/08/2011,853,2,80,65,38,59,33,1,9,0,29.33,29.93,3.1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,0,11,1,1,83,64,39,22,59,33,1,10,510,1839,0,0,29.26,29.95,4.1,36,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,8,25,8/1
26/08/2011,854,2,83,61,37,58,33,1,8,0,29.32,29.97,1.2,20,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,37,0,10,1,1,83,59,36,19,58,32,1,7,511,1837,0,0,29.26,29.98,1.9,26,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,26,8/1
27/08/2011,855,2,83,67,40,61,35,1,11,0,29.26,29.91,8.1,1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,40,0,10,1,1,81,64,38,21,62,35,1,9,512,1835,0,0,29.21,29.93,8.2,2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,27,8/1
28/08/2011,856,2,77,61,34,55,30,1,5,0,29.26,29.91,8.5,1,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,34,0,10,1,1,77,61,34,1,57,30,1,5,513,1834,0,0,29.22,29.93,7,2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,28,8/1
29/08/2011,857,2,78,61,35,57,31,1,6,0,29.36,30,1.1,6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0,10,1,1,79,59,34,1,56,31,1,5,514,1832,0,0,29.31,30.01,1.4,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,8,29,8/1
30/08/2011,858,2,79,64,37,54,30,1,8,0.02,29.38,30.02,5.9,15,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,37,0.02,11,1,1,76,61,34,1,56,31,1,5,515,1831,0,0.04,29.33,30.03,5.3,15,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2011,8,30,8/1
31/08/2011,859,2,88,65,42,64,38,1,13,0.05,29.29,29.94,5.4,17,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,42,0.05,11,1,1,87,65,41,25,64,37,1,12,516,1829,0,0,29.23,29.95,5.4,17,8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,2011,8,31,8/1
01/09/2011,860,2,94,74,49,70,44,1,20,0,29.26,29.89,5.8,21,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,49,0,11,1,1,93,71,47,32,71,44,1,18,517,1827,0,0,29.2,29.91,5.2,21,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,9,1,1/9
02/09/2011,861,2,94,79,52,69,43,1,23,0,29.24,29.87,4,20,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,52,0,11,1,1,92,76,49,34,69,43,1,20,518,1826,0,0,29.18,29.89,4.9,22,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,2011,9,2,2/9
03/09/2011,862,2,87,71,44,68,40,1,15,0.15,29.21,29.85,1.2,20,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,44,0.15,11,1,1,89,69,44,29,67,40,1,15,519,1824,0,0.02,29.16,29.87,2.5,29,6.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13,1,2011,9,3,3/9
04/09/2011,863,2,74,60,32,55,30,1,3,0,29.29,29.92,10.7,32,11.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,32,0,12,1,1,73,58,31,10,54,29,1,2,520,1822,0,0,29.24,29.94,10.5,32,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,4,4/9
05/09/2011,864,2,67,53,25,46,22,26,1,0,29.43,30.07,15.9,36,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,25,0,12,1,1,65,52,24,16,45,21,27,1,521,1821,0,0,29.39,30.1,14.2,1,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,9,5,5/9
06/09/2011,865,2,66,57,27,47,23,24,1,0,29.49,30.14,13.8,4,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,27,0,11,1,1,66,51,24,16,46,21,27,1,522,1819,0,0,29.44,30.16,9.5,3,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2011,9,6,6/9
07/09/2011,866,2,70,58,29,47,24,2,1,0,29.47,30.13,12.4,2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,29,0,11,1,1,70,52,26,14,47,23,25,1,523,1817,0,0,29.42,30.16,10.2,1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2011,9,7,7/9
08/09/2011,867,2,74,62,33,54,28,1,4,0.06,29.36,30.03,14.9,2,15.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,74,33,0.06,12,1,1,75,57,31,18,53,28,1,2,524,1815,0,0,29.34,NA,13,2,13.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2011,9,8,8/9
09/09/2011,868,2,72,64,33,61,32,1,4,0.11,29.28,29.94,7.9,4,8.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,33,0.11,13,1,1,72,60,31,18,60,31,1,2,525,1814,0,0.02,29.23,29.96,8.2,4,8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,2011,9,9,9/9
10/09/2011,869,2,76,58,32,60,32,1,3,0.01,29.34,29.99,0.9,14,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,76,32,0.01,13,1,1,78,56,32,19,59,31,1,3,526,1812,0,0,29.29,30,0.9,14,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,10,10/9
11/09/2011,870,2,83,60,37,59,33,1,8,0,29.33,29.98,4.3,25,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,37,0,12,1,1,83,57,35,23,59,32,1,6,527,1810,0,0,29.27,29.99,5.1,27,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,9,11,11/9
12/09/2011,871,2,86,64,40,59,34,1,11,0,29.24,29.9,9.2,23,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,40,0,12,1,1,86,64,40,28,59,34,1,11,528,1809,0,0,29.18,29.91,10.5,23,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2011,9,12,12/9
13/09/2011,872,2,76,58,32,55,30,1,3,0,29.26,29.89,3.4,31,7.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,76,32,0,12,1,1,73,56,30,18,54,28,1,1,529,1807,0,0,29.2,29.9,4.9,31,8.7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,12,1,2011,9,13,9/1
14/09/2011,873,2,60,48,19,45,20,4,1,0,29.47,NA,6,32,NA,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,60,19,0,13,1,1,58,47,18,3,43,18,5,1,530,1805,0,0.08,29.39,30.09,6.3,34,7.3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,13,1,2011,9,14,9/1
15/09/2011,874,2,60,44,17,36,14,6,1,0,29.67,30.32,7.2,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17,0,13,1,1,59,42,16,5,35,13,7,1,531,1803,0,0,29.61,30.33,7.4,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,15,9/1
16/09/2011,875,2,59,48,19,38,16,4,1,0,29.65,30.33,2.6,13,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,13,1,1,58,46,17,4,40,16,6,1,532,1760,0,0,29.59,30.33,1.4,8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,16,9/1
17/09/2011,876,2,69,52,26,44,21,25,1,0,29.59,30.27,8.7,11,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,26,0,13,1,1,68,50,24,13,45,21,27,1,533,1758,0,0,29.53,30.27,7.7,11,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,17,9/1
18/09/2011,877,2,66,56,26,54,26,25,1,0.34,29.41,30.11,7.4,14,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,66,26,0.34,14,1,1,65,55,25,12,55,26,26,1,535,1756,0,0.43,29.34,30.11,8.9,15,9.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,1,2011,9,18,9/1
19/09/2011,878,2,68,56,27,58,29,24,1,0.41,29.3,29.96,3.8,26,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,27,0.41,15,1,1,69,54,27,1,58,29,24,1,536,1755,0,0.24,29.24,29.96,4.1,29,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1,2011,9,19,9/1
20/09/2011,879,2,75,53,29,54,27,2,1,0.01,29.33,29.99,5.8,17,6.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,29,0.01,14,1,1,74,49,27,18,54,27,24,1,537,1753,0,0,29.26,NA,7.3,18,7.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13,1,2011,9,20,9/1
21/09/2011,880,2,72,57,30,49,25,1,1,0,29.29,29.94,9.4,24,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,30,0,13,1,1,71,56,29,20,49,25,2,1,538,1751,0,0,29.23,29.95,10.2,25,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,2011,9,21,9/1
22/09/2011,881,2,63,53,23,47,21,28,1,0,29.42,30.08,6.5,25,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,23,0,12,1,1,64,51,23,12,47,21,28,1,539,1749,0,0,29.36,30.08,4.6,27,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,22,9/1
23/09/2011,882,2,62,48,20,46,20,3,1,0.02,29.38,30.05,4.1,36,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,20,0.02,13,1,1,62,48,20,14,44,18,3,1,540,1748,0,0,29.33,30.06,5.9,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2011,9,23,9/1
24/09/2011,883,2,63,51,22,48,21,29,1,0.07,29.31,29.98,2.9,4,5.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.07,14,1,1,62,51,22,12,49,20,29,1,541,1746,0,0.14,29.26,29.99,3.6,3,4.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1,2011,9,24,9/1
25/09/2011,884,2,65,53,24,53,24,27,1,0.23,29.18,29.87,4.7,13,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65,24,0.23,15,1,1,64,51,23,11,53,24,28,1,542,1744,0,0.08,29.13,29.87,4.1,14,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,2011,9,25,9/1
26/09/2011,885,2,63,53,23,50,22,28,1,0.9,28.98,29.65,8.1,19,12.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,23,0.9,16,1,1,60,53,22,11,51,22,29,1,543,1742,0,1.21,28.92,29.65,8.8,18,15.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1,2011,9,26,9/1
27/09/2011,886,2,63,54,24,53,24,27,1,0.25,29.05,29.7,2.4,5,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,24,0.25,16,1,1,63,54,24,1,53,24,27,1,544,1741,0,0.31,29,29.71,4.3,6,8.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1,2011,9,27,9/1
28/09/2011,887,2,64,53,24,54,24,27,1,0.15,29.12,29.77,5.7,32,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64,24,0.15,16,1,1,63,53,23,1,54,24,28,1,545,1739,0,0.77,29.07,29.78,6.5,32,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1,2011,9,28,9/1
29/09/2011,888,2,66,51,24,50,23,27,1,0.09,29.03,29.7,11.2,27,12.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,66,24,0.09,17,1,1,66,49,23,1,51,22,28,1,546,1737,0,0.06,28.98,29.7,11.7,28,13.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,1,2011,9,29,9/1
30/09/2011,889,2,58,47,18,42,16,5,1,0.17,29.37,30,15.4,34,16.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,18,0.17,18,1,1,57,45,16,16,41,16,7,1,547,1735,0,0.09,29.32,30.01,14.6,34,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,2011,9,30,9/1
