"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed","BCFG","BR","DZ","FG","FG.","FU","HZ","MIFG","RA","SN","SQ","TS","TSRA","VCTS","RA45","PT45_gt05"
1,2008-09-19,77,54,31,21,54,28,1,2,536,1755,0,0,29.47,30.2,5.8,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-20,82,56,34,25,57,30,1,5,537,1753,0,0,29.46,30.17,1.7,16,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-21,80,58,34,25,61,33,1,5,538,1751,0,0,29.55,30.26,3.8,5,4.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10,1
1,2008-09-22,81,61,36,27,59,33,1,7,539,1749,0,0,29.59,30.31,6.9,11,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1
1,2008-09-23,82,59,36,28,57,31,1,7,540,1748,0,0,29.56,30.29,7,15,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-24,82,57,35,27,59,32,1,6,541,1746,0,0.2,29.54,30.27,2.6,23,4.6,0,1,0,0,0,0,1,0,0,0,0,1,1,0,10,1
1,2008-09-25,77,63,35,27,61,33,1,6,542,1744,0,0,29.54,30.27,6.9,4,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1
1,2008-09-26,79,59,34,27,55,29,1,5,543,1742,0,0,29.42,30.16,3,6,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-27,81,53,32,25,54,29,1,3,544,1741,0,0,29.33,30.06,1,3,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-09-28,68,57,28,22,57,29,13,1,545,1739,0,0,29.41,30.13,7.2,4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-09-29,64,54,24,18,55,26,27,1,546,1737,0,0.82,29.26,30,3.5,33,4.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1
1,2008-09-30,59,48,19,13,44,18,4,1,547,1735,0,0,29.21,29.95,11.4,31,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-10-01,61,46,19,12,40,16,4,1,548,1734,0,0,29.24,29.97,11.2,33,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-10-02,61,42,17,14,40,16,6,1,549,1732,0,0,29.18,29.91,8.7,28,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-10-03,60,44,17,13,42,16,6,1,550,1730,0,0.01,29.34,30.05,6.5,3,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2008-10-04,61,38,15,15,38,14,8,1,552,1729,0,0,29.51,30.23,3.2,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-10-05,61,41,16,14,43,17,7,1,553,1727,0,0.06,29.51,30.25,5.6,11,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2008-10-06,69,54,27,24,47,23,24,1,554,1725,0,0,29.49,30.23,10.5,11,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-10-07,63,56,25,22,52,25,26,1,555,1724,0,0.8,29.24,30.01,10.3,13,11.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2008-10-08,64,50,22,19,51,23,29,1,556,1722,0,0.19,29.13,29.85,7.5,26,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2008-10-09,69,47,23,21,38,18,28,1,557,1720,0,0,29.36,30.05,5.5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-10,72,42,22,20,42,19,29,1,558,1719,0,0,29.47,30.18,4.8,11,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-11,79,51,30,29,50,26,1,1,559,1717,0,0,29.52,30.24,4.2,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-12,84,57,36,35,56,30,1,7,600,1715,0,0,29.55,30.27,4.3,15,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-10-13,77,61,34,34,58,32,1,5,602,1714,0,0,29.47,30.21,7.7,20,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-10-14,69,53,26,26,43,20,25,1,603,1712,0,0,29.49,30.22,2,30,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2008-10-15,63,47,20,20,50,22,3,1,604,1711,0,0.3,29.34,30.06,4.2,32,6.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2008-10-16,59,43,16,1,38,13,7,1,605,1709,0,0,29.52,30.25,6.1,35,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-17,57,43,15,10,39,13,8,1,606,1707,0,0,29.53,30.26,6.2,36,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-18,60,43,17,19,40,14,6,1,607,1706,0,0.05,29.58,30.32,2.1,7,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2008-10-19,62,40,16,18,37,14,7,1,608,1704,0,0,29.49,30.24,12,19,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-20,55,43,14,1,42,15,9,1,610,1703,0,0.18,29.48,30.21,4,31,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2008-10-21,55,38,12,11,35,11,11,1,611,1701,0,0,29.64,30.37,7.1,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-10-22,52,35,9,14,30,9,15,1,612,1660,0,0,29.65,30.39,12.1,12,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-10-23,58,41,15,19,36,13,8,1,613,1658,0,0.16,29.5,30.27,11.5,12,11.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2008-10-24,54,44,14,18,44,16,9,1,614,1657,0,0.32,29.18,29.96,5.3,19,6.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15,1
1,2008-10-25,53,43,13,18,40,13,10,1,616,1656,0,0,29.02,29.77,11.9,22,12.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2008-10-26,56,37,12,1,32,10,11,1,617,1654,0,0,29.1,29.8,17.2,27,17.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2008-10-27,47,33,5,16,27,4,19,1,618,1653,0,0,29.51,30.2,13.7,31,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-10-28,45,31,3,17,23,2,21,1,619,1651,0,0,29.54,30.29,10.5,30,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-10-29,51,32,7,13,24,3,17,1,620,1650,0,0,29.47,30.21,3.7,32,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-30,62,31,12,19,32,10,11,1,622,1649,0,0,29.57,30.31,10.5,19,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-10-31,70,48,24,31,46,20,27,1,623,1647,0,0,29.57,30.3,5.7,22,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-05-01,60,46,18,18,40,16,5,1,448,1849,0,0.02,29.26,29.98,8.4,29,8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-05-02,66,44,20,19,33,14,3,1,447,1850,0,0,29.21,29.94,8.8,26,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-03,70,43,22,21,34,16,29,1,446,1851,0,0,29.19,29.92,3.9,26,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-04,70,43,22,21,34,16,29,1,444,1852,0,0,29.31,30.02,6.5,9,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-05,71,49,25,23,40,19,26,1,443,1853,0,0,29.22,29.95,5.5,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-06,75,51,28,26,51,24,13,1,442,1855,0,0.67,29.05,29.79,6.5,19,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-05-07,77,56,32,30,52,26,1,3,441,1856,0,0.19,29.01,29.73,8.5,25,10.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16,1
1,2009-05-08,77,53,30,27,53,27,1,1,439,1857,0,0.02,28.94,29.68,4.9,21,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,1
1,2009-05-09,63,46,20,1,44,17,3,1,438,1858,0,0,29.19,29.87,6.8,29,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-10,67,40,19,10,39,15,4,1,437,1859,0,0,29.41,30.11,4.7,30,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-11,61,39,15,15,35,13,8,1,436,1860,0,0,29.47,30.2,0.7,8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-12,71,39,20,10,34,16,3,1,435,1901,0,0,29.38,30.13,9.5,16,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-13,70,53,27,22,56,27,24,1,434,1902,0,0.55,29.01,29.76,14.4,19,16.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,17,1
1,2009-05-14,68,53,26,21,44,21,25,1,433,1903,0,0,29.31,30,10.5,27,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-15,61,52,22,1,51,23,29,1,432,1904,0,0.39,29.28,30,6,16,8.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2009-05-16,62,45,19,13,40,18,4,1,431,1905,0,0,29.36,30.05,11,29,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2009-05-17,63,39,16,16,27,11,7,1,430,1906,0,0,29.6,30.32,0.2,33,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-18,66,40,18,15,33,14,5,1,429,1907,0,0,29.54,30.29,9.6,19,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-05-19,80,52,31,24,44,24,1,2,428,1908,0,0,29.48,30.21,13.5,21,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-05-20,84,61,38,30,44,26,1,9,427,1909,0,0,29.4,30.13,14.4,20,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-05-21,84,60,37,29,49,28,1,8,426,1910,0,0,29.38,30.09,7.8,23,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-05-22,69,53,26,18,46,22,25,1,425,1911,0,0,29.46,30.18,10.4,4,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-23,80,50,30,22,50,26,1,1,425,1912,0,0,29.33,30.06,4.5,7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-24,71,55,28,19,46,22,13,1,424,1913,0,0,29.34,30.07,10.4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-25,67,54,26,1,43,20,25,1,423,1914,0,0.04,29.28,30.02,10.3,6,10.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-05-26,74,53,29,20,51,24,2,1,422,1915,0,1.73,29.08,29.82,7.5,5,7.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16,1
1,2009-05-27,73,55,29,20,58,29,2,1,422,1916,0,0.02,28.95,29.68,3.6,24,7.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,1
1,2009-05-28,62,54,23,13,51,23,28,1,421,1916,0,0,29.06,29.76,6.8,30,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-05-29,74,50,27,10,49,24,24,1,421,1917,0,0,29.17,29.88,2.7,32,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-05-30,79,50,30,19,46,23,1,1,420,1918,0,0,29.09,29.81,2.9,27,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-05-31,73,45,24,13,41,19,27,1,420,1919,0,0,29.21,29.94,2.7,10,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-01,78,51,30,19,53,26,1,1,419,1920,0,0.44,29.19,29.89,1.2,34,11.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,1
1,2009-06-02,60,48,19,2,46,19,4,1,419,1920,0,0.12,29.36,30.09,7.4,3,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-06-03,61,43,17,4,39,15,6,1,418,1921,0,0,29.42,30.15,10.5,4,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-04,68,42,20,17,37,17,3,1,418,1922,0,0,29.31,30.05,4.7,4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-05,79,44,27,11,44,23,24,1,417,1923,0,0,29.18,29.91,5.8,26,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-06,63,51,22,17,45,19,29,1,417,1923,0,0.02,29.2,29.93,6.2,5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-06-07,73,52,28,11,53,26,13,1,417,1924,0,0.04,29.14,29.87,2.7,8,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-06-08,80,52,31,18,60,32,1,2,417,1925,0,0.45,29.06,29.77,5.9,24,9.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13,1
1,2009-06-09,67,55,26,13,53,25,25,1,416,1925,0,0,29.23,29.94,4,6,6.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-06-10,67,54,26,14,49,22,25,1,416,1926,0,0.01,29.15,29.89,8,5,8.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-06-11,64,53,24,16,51,23,27,1,416,1926,0,0.01,29.11,29.83,10.2,3,10.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,1
1,2009-06-12,74,49,27,14,49,24,24,1,416,1927,0,0,29.24,29.95,4.4,7,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-06-13,68,54,26,15,51,24,25,1,416,1927,0,0.33,29.28,30,5.9,5,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-06-14,77,51,29,12,48,26,2,1,416,1928,0,0,29.29,30.01,4.5,4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-06-15,81,53,32,1,49,27,1,3,416,1928,0,0,29.28,30.01,5.5,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-16,71,59,30,12,55,29,1,1,416,1929,0,1.23,29.15,29.89,11.2,10,11.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-06-17,71,61,31,11,59,31,1,2,416,1929,0,0,29.16,29.88,3,36,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,1
1,2009-06-18,80,61,36,19,63,36,1,7,416,1929,0,0.12,29.08,NA,6.7,16,7.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2009-06-19,86,65,41,24,67,38,1,12,416,1930,0,3.97,28.97,29.7,7.2,18,11.6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,17,1
1,2009-06-20,87,68,43,26,65,39,1,14,416,1930,0,0,29.08,29.76,8.3,29,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-06-21,84,70,42,25,63,37,1,13,416,1930,0,0.01,29.12,29.82,2.8,7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-22,89,68,44,27,67,40,1,15,417,1931,0,0.09,29.09,29.79,4,11,5.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,1
1,2009-06-23,94,71,48,31,69,42,1,19,417,1931,0,0,29.16,29.87,1.8,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-24,94,75,50,32,68,42,1,21,417,1931,0,0.04,29.16,29.87,1.9,22,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1
1,2009-06-25,94,75,50,32,69,42,1,21,417,1931,0,0,29.08,29.8,2.4,32,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-26,86,69,43,25,60,NA,1,14,418,1931,0,0,NA,29.85,6.4,4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-27,89,62,41,23,61,36,1,12,418,1931,0,0.3,29.1,29.82,5.1,21,6.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,1
1,2009-06-28,83,66,40,22,53,31,1,11,419,1931,0,0,29,29.73,13.2,29,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-06-29,77,63,35,1,54,30,1,6,419,1931,0,0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-06-30,66,59,28,17,53,26,13,1,419,1931,0,0,28.95,29.65,8.9,30,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-07-01,65,57,26,3,52,25,25,1,420,1931,0,0,29.07,29.77,8.2,32,8.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-07-02,73,59,31,14,54,29,1,2,420,1931,0,0,29.26,29.95,8.4,31,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-03,79,63,36,1,56,31,1,7,421,1931,0,0,29.36,30.06,1.2,34,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-04,69,59,29,16,58,30,2,1,422,1930,0,0.2,29.26,29.99,1.8,13,3.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16,1
1,2009-07-05,81,57,34,11,58,32,1,5,422,1930,0,0.05,29.2,29.92,0.7,34,2.4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,17,1
1,2009-07-06,86,60,38,19,54,31,1,9,423,1930,0,0,29.14,29.86,7.5,31,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-07-07,77,59,33,12,54,29,1,4,423,1930,0,0,29.18,29.89,5.9,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2009-07-08,65,61,28,2,56,28,13,1,424,1929,0,0.06,29.28,29.99,6.8,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1
1,2009-07-09,79,59,34,12,57,32,1,5,425,1929,0,0,29.35,30.07,5.8,11,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2009-07-10,82,63,38,18,64,36,1,9,425,1929,0,0.08,29.34,30.06,4.4,21,4.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2009-07-11,85,63,39,19,59,34,1,10,426,1928,0,0.25,29.34,30.04,4.8,31,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,18,1
1,2009-07-12,82,58,35,11,51,29,1,6,427,1928,0,0,29.35,30.07,2.9,29,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2009-07-13,79,61,35,11,46,26,1,6,428,1927,0,0,29.36,30.07,4.8,7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2009-07-14,80,55,33,13,51,28,1,4,428,1927,0,0,29.34,30.07,6.7,16,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-07-15,85,65,40,19,62,36,1,11,429,1926,0,0.68,29.18,29.9,10,24,12.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2009-07-16,80,64,37,10,56,31,1,8,430,1925,0,0,29.17,29.89,9.9,28,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2009-07-17,70,57,29,2,51,25,2,1,431,1925,0,0,29.15,29.87,10.6,30,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-18,72,57,30,17,52,26,1,1,432,1924,0,0,29.31,30.01,8.1,31,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-19,71,57,29,2,52,27,2,1,433,1923,0,0,29.39,30.11,1.3,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-20,76,55,31,16,55,29,1,2,433,1923,0,0,29.36,30.09,5.1,9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-21,80,58,34,13,57,31,1,5,434,1922,0,0.04,29.28,30.01,3.1,13,5.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2009-07-22,78,63,36,11,61,33,1,7,435,1921,0,0,29.23,29.95,3.5,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,1
1,2009-07-23,82,62,37,10,58,32,1,8,436,1920,0,0,29.21,29.93,2.6,32,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,15,1
1,2009-07-24,83,61,37,10,59,33,1,8,437,1919,0,0.14,29.08,29.83,8.9,23,9.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,1
1,2009-07-25,81,66,39,18,58,33,1,10,438,1918,0,0,29.02,29.73,10.6,28,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-26,82,63,38,1,58,33,1,9,439,1918,0,0,29.13,29.82,8,29,8.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-07-27,84,64,39,18,61,35,1,10,440,1917,0,0.02,29.13,29.86,9.3,23,10.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-07-28,84,66,40,19,60,35,1,11,441,1916,0,0.01,29.08,29.78,6.4,28,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-07-29,81,62,37,10,51,28,1,8,442,1915,0,0,29.13,29.84,4.2,35,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-30,79,59,34,13,57,31,1,5,443,1914,0,0,29.15,29.85,4.4,23,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-07-31,81,58,35,12,54,30,1,6,444,1913,0,0,29.23,29.94,6.2,26,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-01,75,61,33,13,59,31,1,4,445,1911,0,0,29.18,29.91,11.6,22,11.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-08-02,78,57,33,13,51,28,1,4,446,1910,0,0,29.2,29.93,6.8,25,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-03,84,67,41,21,60,35,1,12,447,1909,0,0.07,29.1,29.82,12.2,21,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-04,85,67,41,21,61,36,1,12,448,1908,0,0,29.17,29.87,2.5,2,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-05,79,61,35,11,54,30,1,6,449,1907,0,0,29.34,30.05,2.9,6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-06,82,60,36,10,51,29,1,7,450,1906,0,0,29.39,30.09,1.4,6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-08-07,74,64,34,12,59,32,1,5,451,1904,0,0.33,29.36,30.09,7.3,15,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-08-08,89,68,44,24,70,42,1,15,452,1903,0,0.02,29.2,29.92,12.9,21,13.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-08-09,91,77,49,29,71,43,1,20,453,1902,0,0.18,29.23,29.94,11.6,23,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-08-10,85,70,43,23,65,38,1,14,454,1900,0,0,29.24,29.95,6.9,26,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2009-08-11,82,62,37,1,61,35,1,8,455,1859,0,0,29.3,30,6.3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-12,83,60,37,1,55,31,1,8,456,1858,0,0,29.39,30.09,3.7,4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-13,86,60,38,18,55,32,1,9,457,1856,0,0,29.38,30.1,1.5,14,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-14,88,63,41,22,59,35,1,12,458,1855,0,0,29.38,30.1,5.4,21,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2009-08-15,89,67,43,24,61,36,1,14,459,1854,0,0,29.32,30.04,8.7,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-08-16,88,70,44,25,67,39,1,15,500,1852,0,0.63,29.27,29.99,9.5,20,10.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1
1,2009-08-17,83,70,42,23,68,39,1,13,501,1851,0,0.33,29.28,30,4.6,22,5.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,1
1,2009-08-18,83,65,39,20,59,34,1,10,502,1849,0,0,29.28,29.99,7.5,27,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-08-19,83,59,36,18,60,34,1,7,503,1848,0,0.35,29.08,29.83,5.7,16,8.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-08-20,78,64,36,18,61,34,1,7,504,1846,0,0.07,28.93,29.66,12.1,23,12.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-08-21,73,59,31,13,58,30,1,2,505,1845,0,0.16,29.07,29.75,7.7,27,10.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-08-22,68,57,28,16,52,25,13,1,506,1843,0,0,29.31,30,7.8,1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-08-23,74,56,30,14,53,27,1,1,508,1842,0,0,29.38,30.09,2.7,2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2009-08-24,79,54,32,12,56,30,1,3,509,1840,0,0,29.41,30.13,3.8,21,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-08-25,83,59,36,19,61,34,1,7,510,1839,0,0,29.33,30.05,9.1,21,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2009-08-26,73,62,33,10,62,33,1,4,511,1837,0,0.93,29.36,30.08,5.2,2,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2009-08-27,67,61,29,14,60,30,2,1,512,1835,0,0.95,29.36,30.08,9.1,7,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2009-08-28,68,60,29,14,61,31,2,1,513,1834,0,0.22,29.18,29.93,3.4,2,5.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2009-08-29,69,56,28,15,51,25,13,1,514,1832,0,0.02,29.18,29.89,11.4,31,11.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16,1
