"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
1419,-87.667736,41.994469,0,0,1,0,0,1,0,0,0,0,552,1729,56,32,28,1,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
3630,-87.562889,41.766202,0,1,0,0,0,4,15,0,0,0,416,1930,70,40,23,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
1637,-87.930995,41.957799,0,1,0,0,0,0,5,0,0,0,416,1928,57,32,1,1,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28,0.85,81,34,1,81,53,3,29.34,27,0,0,0,0,0,0,0,0,7.7,6.4,5.5,15,15,1,1,0
2708,-87.627096,41.776428,0,1,0,0,0,0,8,0,0,0,426,1928,70,45,25,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
566,-87.728492,41.984809,0,1,0,0,1,11,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
3383,-87.707394,41.753391,0,0,1,0,1,9,0,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1333,-87.61156,41.891126,0,0,1,0,0,3,0,0,0,1,541,1746,71,44,36,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
308,-87.656913,41.846283,0,1,0,0,0,2,0,0,0,0,432,1924,69,42,21,1,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
2141,-87.538693,41.659112,0,1,0,0,0,5,0,0,0,0,457,1856,63,38,18,1,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
1925,-87.565666,41.704572,0,1,0,0,0,2,1,0,0,0,431,1925,58,29,2,2,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
3911,-87.546587,41.740641,0,1,0,0,0,9,21,0,0,0,433,1923,75,49,28,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
669,-87.733974,41.953705,0,1,0,0,5,5,0,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
2011,-87.696269,41.868142,0,1,0,0,0,2,1,0,0,0,444,1913,62,35,12,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
2403,-87.688267,41.903002,0,0,1,0,1,14,1,0,0,0,542,1744,60,30,22,1,57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2670,-87.756155,41.904194,0,1,0,0,0,3,4,0,0,0,426,1928,70,45,25,1,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
891,-87.747113,41.991429,0,1,0,0,5,6,0,0,0,0,509,1840,69,40,22,1,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
986,-87.776385,41.942114,0,0,1,0,0,2,0,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
122,-87.694991,41.857402,0,1,0,0,0,2,3,0,0,0,419,1931,56,28,16,13,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
1621,-87.666901,41.868077,0,1,0,0,0,26,0,0,0,0,416,1927,50,27,14,24,49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,72,26,25,74,49,1,29.3,24,0,0,0,0,0,0,0,1,6.7,5.8,4.4,15.2951659155589,11.1275750174246,1,1,0
1361,-87.795585,41.999129,0,0,1,0,2,1,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
252,-87.615989,41.794781,0,1,0,0,0,0,18,0,0,0,426,1928,63,35,11,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,35,1,77,62,6,29.28,28,0,0,0,0,0,0,0,0,11.2,10.9,8.8,15,15,0,0,0
2789,-87.546587,41.740641,0,1,0,0,0,0,4,0,0,2,429,1926,71,44,23,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
1636,-87.590773,41.754292,0,1,0,0,0,0,2,0,0,0,416,1927,50,27,14,24,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,72,26,25,74,49,1,29.3,24,0,0,0,0,0,0,0,1,6.7,5.8,4.4,15.2951659155589,11.1275750174246,1,1,0
2477,-87.716277,41.846075,0,1,0,0,0,0,0,0,0,1,416,1926,51,25,15,26,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,71,26,25,69,51,1,29.26,27,0,1,0,0,1,1,1,1,7.5,8,6.4,14.3362535630461,14.4391074161794,1,1,0.52
348,-87.824812,41.974089,0,1,0,0,0,1,3,0,0,0,440,1917,70,42,21,1,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
2026,-87.632085,41.921965,0,1,0,0,0,2,2,0,0,0,444,1913,62,35,12,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
2096,-87.930995,41.957799,0,1,0,0,3,9,0,0,0,0,457,1856,63,38,18,1,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
1664,-87.724608,41.662014,0,1,0,0,0,31,30,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
1575,-87.69181,41.963976,0,1,0,0,0,2,0,0,0,0,417,1923,47,27,11,24,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,80,29,2,79,44,1,29.23,23,0,0,0,0,0,0,0,0,7.2,6.7,5.8,13.1155290375629,12.0216409366304,1,1,0
574,-87.703047,41.77166,0,1,0,0,7,0,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
876,-87.794896,41.94016,0,1,0,0,15,3,0,0,0,0,509,1840,69,40,22,1,67,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
837,-87.585487,41.799282,0,1,0,0,3,4,0,0,0,1,505,1845,69,43,25,1,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
3466,-87.747113,41.991429,0,1,0,0,0,10,8,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
1974,-87.666901,41.868077,0,1,0,0,6,51,6,0,0,0,440,1917,66,39,18,1,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,84,40,1,84,64,10,29.21,36,0,0,0,0,0,0,0,1,9.6,10.1,9.3,15,13,1,1,0.02
2593,-87.627796,41.821582,0,1,0,0,0,1,0,0,0,0,417,1931,60,29,15,2,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,68,29,2,68,60,1,29.13,28,0,0,0,0,0,0,0,0,8.7,9.6,9.4,20,16,1,1,0
3970,-87.629798,41.878114,0,1,0,0,0,8,0,0,0,0,438,1918,58,34,13,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
159,-87.716277,41.846075,0,1,0,0,0,1,0,0,0,0,420,1931,58,31,14,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,33,1,79,53,2,29.55,28,0,0,0,0,0,0,0,0,8.5,8.1,5.9,17,17,0,1,0
110,-87.787992,41.970248,0,1,0,0,0,0,1,0,0,0,419,1931,56,28,16,13,55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
3377,-87.726737,41.911824,0,0,1,0,0,1,0,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
839,-87.724608,41.662014,0,1,0,0,231,68,0,0,0,0,506,1843,70,45,27,1,71,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
3717,-87.752411,41.778297,0,1,0,0,0,8,6,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
3864,-87.726737,41.911824,0,1,0,0,0,7,0,0,0,0,433,1923,75,49,28,1,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2006,-87.707973,41.682587,0,1,0,0,6,13,3,0,0,0,444,1913,62,35,12,1,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
3840,-87.538693,41.659112,0,1,0,0,0,24,3,0,0,0,427,1928,60,36,10,1,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
2185,-87.890615,41.974689,0,1,0,0,0,63,8,0,0,0,512,1835,62,29,14,2,60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.6,67,30,1,67,61,1,29.41,32,0,1,0,0,0,0,0,1,11,9.7,9.1,14,13,1,0,0.95
1459,-87.890615,41.974689,1,0,0,0,0,0,34,0,0,0,421,1916,55,23,13,28,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.28,0.85,64,25,26,62,54,1,29.11,23,0,0,0,0,0,0,0,0,8.3,8.1,6.8,13.2126647963936,13.2124986025331,1,1,0
407,-87.79518,41.921177,0,1,0,0,2,7,0,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
2336,-87.689778,41.986921,0,0,1,0,0,2,0,0,0,0,533,1758,54,26,11,25,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
4020,-87.700117,41.932094,0,1,0,0,27,24,10,0,0,0,445,1911,61,36,10,1,57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
1143,-87.585413,41.726465,0,0,1,0,116,13,0,0,0,0,528,1809,46,22,16,29,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
4574,-87.726549,41.82561,0,0,1,0,12,0,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
4174,-87.66214,42.010412,0,1,0,0,0,2,1,0,0,0,459,1854,57,30,15,1,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
2992,-87.777921,42.008314,0,1,0,0,0,2,1,0,0,0,456,1858,65,36,10,1,59,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
1710,-87.763416,41.801498,0,1,0,0,2,0,1,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
2511,-87.742302,41.763733,0,1,0,0,0,1,6,0,0,0,416,1929,64,36,20,1,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
2677,-87.726737,41.911824,0,1,0,0,0,4,0,0,0,0,426,1928,70,45,25,1,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
3944,-87.707973,41.682587,0,1,0,0,0,22,3,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
3744,-87.666901,41.868077,0,1,0,0,0,3,4,0,0,0,424,1929,71,43,23,1,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
2237,-87.629798,41.878114,0,0,1,0,0,1,0,1,0,0,519,1824,57,31,10,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
2722,-87.930995,41.957799,0,1,0,0,5,30,139,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
2838,-87.655232,41.896282,0,1,0,0,0,1,0,0,0,0,438,1918,73,46,25,1,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
3358,-87.832763,41.944869,0,0,1,0,0,6,1,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
2525,-87.689778,41.986921,0,1,0,0,0,0,9,0,0,0,416,1929,64,36,20,1,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
970,-87.535198,41.680946,0,1,0,0,211,40,0,0,0,0,513,1834,69,44,27,1,66,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,91,67,15,29.34,39,0,0,0,0,0,0,0,0,8.3,9.5,9,20,15,1,1,0
4448,-87.689778,41.986921,0,0,1,0,45,33,4,0,0,0,528,1809,63,37,25,1,59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
631,-87.585413,41.726465,0,1,0,0,25,0,0,0,0,0,453,1902,73,43,23,1,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,44,1,84,72,14,29.19,42,0,1,0,1,0,1,0,1,6.3,6,2.5,13,11,0,1,0.05
2739,-87.746381,41.925198,0,1,0,0,0,1,2,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
2591,-87.632085,41.921965,0,1,0,0,0,13,37,0,0,1,417,1931,60,29,15,2,56,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,68,29,2,68,60,1,29.13,28,0,0,0,0,0,0,0,0,8.7,9.6,9.4,20,16,1,1,0
1548,-87.930995,41.957799,0,1,0,0,0,11,3,0,0,0,418,1921,47,17,4,6,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28,0.85,61,19,4,61,43,1,29.47,17,0,0,0,0,0,0,0,0,11.4,10.7,10.5,17.2816179456572,19.1352475344638,1,1,0
1469,-87.747113,41.991429,1,0,0,0,0,3,9,0,0,0,421,1916,55,23,13,28,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.28,0.85,64,25,26,62,54,1,29.11,23,0,0,0,0,0,0,0,0,8.3,8.1,6.8,13.2126647963936,13.2124986025331,1,1,0
3128,-87.724608,41.662014,0,1,0,0,1,0,1,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3914,-87.930995,41.957799,0,1,0,0,0,6,3,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
1043,-87.648064,41.721474,0,0,1,0,4,2,0,0,0,0,521,1821,72,43,29,1,63,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
3762,-87.599862,41.673408,0,1,0,0,0,22,3,0,0,0,424,1929,71,43,23,1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
4124,-87.562889,41.766202,0,1,0,0,0,2,2,0,0,0,452,1903,69,37,1,1,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
702,-87.675919,42.006858,0,1,0,0,0,2,0,0,0,0,459,1854,72,41,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
2102,-87.785288,41.923738,0,1,0,0,0,1,0,0,0,0,457,1856,63,38,18,1,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
811,-87.677737,41.836644,0,1,0,0,5,5,2,0,0,0,505,1845,69,43,25,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
464,-87.667827,41.825902,0,1,0,0,1,1,0,0,0,0,445,1911,69,46,26,1,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
1821,-87.752411,41.778297,0,1,0,0,0,1,0,0,0,0,425,1929,67,38,18,1,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,84,41,1,82,63,9,29.41,37,0,1,0,0,0,0,0,1,4.6,4.9,4.4,18,16,1,1,0.08
387,-87.674677,41.966987,0,1,0,0,0,1,1,0,0,0,440,1917,70,42,21,1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
4506,-87.724608,41.662014,0,0,1,0,22,0,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3396,-87.654491,41.891118,0,0,1,0,0,2,0,0,0,0,540,1748,48,20,14,3,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1112,-87.686763,41.843811,0,0,1,0,0,1,0,0,0,0,528,1809,46,22,16,29,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
1841,-87.666901,41.868077,0,1,0,0,1,38,19,0,0,0,425,1929,67,38,18,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,84,41,1,82,63,9,29.41,37,0,1,0,0,0,0,0,1,4.6,4.9,4.4,18,16,1,1,0.08
2514,-87.730698,41.948167,0,1,0,0,0,15,2,0,0,0,416,1929,64,36,20,1,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
3800,-87.707973,41.682587,0,1,0,0,0,129,75,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
698,-87.678378,41.823065,0,1,0,0,1,0,0,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
3735,-87.700117,41.932094,0,1,0,0,0,2,4,0,0,0,424,1929,71,43,23,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
4136,-87.785288,41.923738,0,1,0,0,0,40,0,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
1071,-87.832763,41.944869,0,0,1,0,11,10,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
1127,-87.655232,41.896282,0,0,1,0,1,1,0,0,0,0,528,1809,46,22,16,29,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
