,Date,Longitude,Latitude,Month,Season_code_1,Season_code_2,Season_code_3,CULEX_ERRATICUS,CULEX_PIPIENS,CULEX_PIPIENS_RESTUANS,CULEX_RESTUANS,CULEX_SALINARIUS,CULEX_TARSALIS,CULEX_TERRITANS,ParasiticIn,Influenza,Tmax2,Tmin2,Tavg2,WetBulb2,Heat2,PrecipTotal2,StnPressure2,ResultDir2,AvgSpeed2,DZ2,FG2,HZ2,RA2,RA45_2,BR2,TS2,TSRA2,VCTS2,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,AvgSpeed,BR,DZ,FG,HZ,RA,RA45,TS,TSRA,VCTS,pre45_1_2,pre45_1,pre45_05,TrapClusterNum
4050,2013-08-01,-87.56566600000001,41.704572,8,0,1,0,0,11,9,7,0,0,0,0.26,0.58,82,61,37,31,1,0.0,29.29,29,7.1,0,0,0,0,14.0,0,0,0,0,81,61,36,10,57,1,7,445,1911,0.0,7.6,30,7.8,0,0,0,0,0,11.0,0,0,0,0,1,1,5
1316,2007-09-24,-87.674677,41.966986999999996,9,0,0,1,0,2,6,0,0,0,0,0.29,0.67,91,71,46,38,1,0.0,29.34,19,10.5,0,0,0,0,10.0,0,0,0,0,90,68,44,36,63,1,15,541,1746,0.0,11.4,19,11.9,0,0,0,0,0,13.0,0,0,0,1,1,1,9
2389,2009-09-25,-87.72505699999999,41.951865999999995,9,0,0,1,0,2,8,0,0,0,0,0.26,0.6,70,60,30,29,1,0.02,29.44,11,6.3,1,0,0,1,10.0,1,0,0,0,70,60,30,22,57,1,1,542,1744,0.16,5.4,11,7.3,1,1,0,0,1,11.0,0,0,0,1,0,1,10
3313,2011-09-16,-87.728492,41.984809000000006,9,0,0,1,0,0,1,1,0,0,0,0.25,0.57,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,10
1388,2007-10-04,-87.726549,41.82561,10,0,0,1,0,2,10,0,0,0,0,0.27,0.77,83,56,35,31,1,0.0,29.39,17,5.9,0,0,0,0,9.0,0,0,0,0,82,51,32,28,56,1,3,552,1729,0.0,3.9,17,4.6,0,0,0,1,0,12.0,0,0,0,1,1,1,8
1716,2009-06-26,-87.726737,41.911823999999996,6,0,1,0,0,0,1,0,0,0,0,0.28,0.85,86,72,44,36,1,0.0,29.2,4,8.0,0,0,0,0,15.0,0,0,0,0,86,69,43,25,60,1,14,418,1931,0.0,6.4,4,8.2,0,0,0,0,0,15.0,0,0,0,1,1,1,6
470,2007-08-01,-87.66214000000001,42.010412,8,0,1,0,0,0,1,0,0,0,0,0.29,0.67,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,9
4088,2013-08-08,-87.703047,41.77166,8,0,1,0,0,0,127,27,0,0,0,0.26,0.58,79,69,39,31,1,0.0,29.33,5,10.8,0,0,0,0,15.0,0,0,0,0,78,65,37,1,56,1,8,452,1903,0.0,8.6,5,9.3,0,0,0,0,0,11.0,0,0,0,0,1,1,8
2938,2011-08-05,-87.742302,41.763733,8,0,1,0,0,2,0,1,0,0,0,0.25,0.57,84,70,42,40,1,0.0,29.26,7,6.0,0,0,0,0,9.0,0,0,0,0,83,69,41,21,68,1,12,449,1907,0.0,4.0,5,5.5,0,0,0,0,1,11.0,0,0,0,0,1,1,8
2535,2011-06-17,-87.65449100000001,41.891118,6,0,1,0,0,0,2,0,0,0,0,0.23,0.76,82,64,38,34,1,0.0,29.18,7,6.2,0,0,0,0,15.0,0,0,0,0,82,60,36,20,60,1,7,416,1929,0.0,5.8,6,6.6,0,0,0,0,0,19.0,0,0,0,1,1,1,1
1663,2009-06-19,-87.726549,41.82561,6,0,1,0,0,1,0,3,0,0,0,0.28,0.85,88,66,42,39,1,0.87,29.03,18,10.5,0,0,0,1,17.0,1,1,1,0,86,65,41,24,67,1,12,416,1930,3.97,7.2,18,11.6,1,0,0,0,0,17.0,1,1,0,1,1,1,8
3633,2013-06-21,-87.53869300000001,41.659112,6,0,1,0,0,0,8,0,0,0,0,0.24,0.72,85,70,43,36,1,0.11,29.39,19,9.6,0,0,0,0,18.0,0,0,1,0,82,68,40,23,65,1,11,416,1930,0.79,7.4,19,9.5,1,0,0,0,1,19.0,0,0,0,1,1,1,5
1987,2009-07-31,-87.890615,41.974689,7,0,1,0,0,8,306,53,0,0,3,0.26,0.6,82,62,37,31,1,0.0,29.29,27,6.7,0,0,0,0,11.0,0,0,0,0,81,58,35,12,54,1,6,444,1913,0.0,6.2,26,7.3,0,0,0,0,0,14.0,0,0,0,1,1,1,3
2050,2009-08-07,-87.77792099999999,42.008314,8,0,1,0,0,0,2,0,0,0,0,0.26,0.6,74,67,36,32,1,0.23,29.41,15,7.2,0,0,0,1,11.0,1,0,0,0,74,64,34,12,59,1,5,451,1904,0.33,7.3,15,7.8,1,0,0,0,1,14.0,0,0,0,1,0,1,2
3880,2013-07-19,-87.679447,41.801179,7,0,1,0,0,0,0,54,0,0,0,0.26,0.58,97,75,51,44,1,0.0,29.17,24,13.9,0,0,0,0,16.0,0,1,0,0,96,71,49,28,70,1,20,433,1923,0.58,13.3,25,14.0,1,0,0,0,0,12.0,1,0,0,0,1,1,1
908,2007-08-24,-87.70271600000001,41.74785,8,0,1,0,0,0,1,0,0,0,1,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,4
3113,2011-08-26,-87.777189,41.960615999999995,8,0,1,0,0,0,1,0,0,0,0,0.25,0.57,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,10
2808,2011-07-25,-87.747113,41.991429,7,0,1,0,0,0,7,0,0,0,0,0.25,0.57,90,73,47,40,1,0.01,29.25,35,6.1,0,0,0,0,12.0,0,0,0,0,88,73,46,25,66,1,17,438,1918,0.0,3.4,32,6.5,0,0,0,0,0,14.0,0,0,0,1,1,1,10
3697,2013-06-28,-87.55551,41.733643,6,0,1,0,0,0,0,3,0,0,0,0.24,0.72,83,68,41,34,1,0.16,28.97,29,9.8,0,0,0,1,20.0,0,0,0,0,83,67,40,22,61,1,11,419,1931,0.0,10.5,31,10.9,0,0,0,0,1,21.0,0,0,0,1,1,1,7
3513,2013-06-14,-87.800515,41.916265,6,0,1,0,0,0,9,2,0,0,0,0.24,0.72,76,57,32,26,1,0.0,29.4,5,7.8,0,0,0,0,17.0,0,0,0,0,78,56,32,1,51,1,3,416,1928,0.0,6.6,6,7.9,0,0,0,0,0,20.0,0,0,0,1,1,1,6
1099,2007-09-12,-87.716788,41.899229999999996,9,0,0,1,0,14,0,0,0,0,0,0.29,0.67,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,6
722,2007-08-15,-87.629798,41.878114000000004,8,0,1,0,0,25,30,0,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,1
2371,2009-09-25,-87.800515,41.916265,9,0,0,1,0,2,16,0,0,0,0,0.26,0.6,70,60,30,29,1,0.02,29.44,11,6.3,1,0,0,1,10.0,1,0,0,0,70,60,30,22,57,1,1,542,1744,0.16,5.4,11,7.3,1,1,0,0,1,11.0,0,0,0,1,0,1,6
73,2007-06-26,-87.733974,41.953705,6,0,1,0,0,0,1,0,0,0,0,0.26,0.8,91,73,47,41,1,0.0,29.45,21,8.1,0,0,1,0,18.0,1,0,0,0,92,70,46,28,69,1,17,418,1931,0.16,6.1,22,7.1,1,0,0,1,0,19.0,0,1,1,0,1,1,10
3063,2011-08-19,-87.730698,41.948167,8,0,1,0,0,0,1,1,0,0,0,0.25,0.57,86,67,42,37,1,0.0,29.23,13,5.8,0,0,0,0,9.0,0,0,0,0,87,64,41,23,63,1,12,503,1848,0.0,3.3,14,5.2,0,0,0,0,0,12.0,0,0,0,0,1,1,10
1872,2009-07-17,-87.81150600000001,42.011601,7,0,1,0,0,0,14,1,0,0,0,0.26,0.6,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,2
4225,2013-08-22,-87.72460799999999,41.662014,8,0,1,0,0,5,7,5,0,0,0,0.26,0.58,78,67,38,37,1,0.36,29.42,24,7.0,0,0,0,1,11.0,0,0,0,0,78,68,38,20,67,1,9,506,1843,0.23,1.5,23,7.0,0,0,0,0,1,12.0,0,0,0,0,0,1,4
321,2007-07-18,-87.535198,41.680946,7,0,1,0,0,26,102,12,0,0,0,0.29,0.67,85,69,42,40,1,0.92,29.18,24,10.6,0,0,1,1,15.0,1,1,1,1,85,69,42,21,68,1,13,432,1924,1.55,9.1,24,10.1,1,0,0,0,1,14.0,0,1,1,0,1,1,5
229,2007-07-11,-87.679447,41.801179,7,0,1,0,0,1,3,0,0,0,0,0.29,0.67,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,1
4403,2013-09-06,-87.60088,41.773215,9,0,0,1,0,12,0,0,0,0,0,0.26,0.58,85,62,39,32,1,0.0,29.44,17,6.0,0,0,0,0,11.0,0,0,0,0,86,57,37,23,58,1,8,522,1819,0.0,4.7,20,6.0,0,0,0,0,0,11.0,0,0,0,0,0,1,7
2943,2011-08-05,-87.726549,41.82561,8,0,1,0,0,0,9,11,0,0,0,0.25,0.57,84,70,42,40,1,0.0,29.26,7,6.0,0,0,0,0,9.0,0,0,0,0,83,69,41,21,68,1,12,449,1907,0.0,4.0,5,5.5,0,0,0,0,1,11.0,0,0,0,0,1,1,8
1236,2007-09-19,-87.62779599999999,41.821582,9,0,0,1,0,0,2,0,0,0,2,0.29,0.67,84,68,41,34,1,0.0,29.47,25,9.0,0,0,0,0,11.0,0,0,0,0,84,65,40,30,59,1,11,536,1755,0.0,5.0,26,9.7,0,0,0,0,0,17.0,0,0,0,1,1,1,1
2572,2011-06-24,-87.716277,41.846075,6,0,1,0,0,0,0,7,0,0,0,0.23,0.76,68,60,29,28,2,0.0,29.13,29,8.7,0,0,0,0,16.0,0,0,0,0,68,60,29,15,56,2,1,417,1931,0.0,9.4,29,9.6,0,0,0,0,0,20.0,0,0,0,1,1,1,1
4550,2013-09-19,-87.546587,41.740641,9,0,0,1,0,8,10,2,0,0,0,0.26,0.58,84,70,42,38,1,0.0,29.21,16,10.0,0,0,1,1,7.0,1,0,0,0,84,69,42,32,68,1,13,536,1755,0.84,8.3,16,10.6,1,0,1,1,1,7.0,1,1,0,0,0,1,7
3387,2011-09-23,-87.69181,41.963976,9,0,0,1,0,0,1,0,0,0,0,0.25,0.57,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,9
1738,2009-06-26,-87.654224,41.867108,6,0,1,0,0,4,84,23,5,0,0,0.28,0.85,86,72,44,36,1,0.0,29.2,4,8.0,0,0,0,0,15.0,0,0,0,0,86,69,43,25,60,1,14,418,1931,0.0,6.4,4,8.2,0,0,0,0,0,15.0,0,0,0,1,1,1,1
2209,2009-08-27,-87.655232,41.896282,8,0,1,0,0,0,0,1,0,0,0,0.26,0.6,67,62,30,32,1,1.19,29.41,8,11.0,0,0,0,1,13.0,1,0,0,0,67,61,29,14,60,2,1,512,1835,0.95,9.1,7,9.7,1,0,0,0,1,14.0,0,0,0,1,0,1,1
2451,2009-10-01,-87.678649,41.768388,10,0,0,1,0,1,0,0,0,0,0,0.24,1.05,59,44,17,18,6,0.59,29.18,13,8.7,0,0,0,1,10.0,1,0,1,0,59,41,15,16,46,8,1,548,1734,0.89,9.1,13,9.5,1,0,0,0,1,13.0,0,0,0,1,0,1,4
1614,2009-06-12,-87.700117,41.932094,6,0,1,0,0,6,21,9,0,0,0,0.28,0.85,72,50,26,24,25,0.0,29.3,6,6.7,0,0,0,0,11.1275750174246,0,0,0,0,74,49,27,14,49,24,1,416,1927,0.0,4.4,7,5.8,0,0,0,0,1,15.2951659155589,0,0,0,1,1,1,9
2173,2009-08-25,-87.654224,41.867108,8,0,1,0,0,1,1,5,0,0,0,0.26,0.6,82,61,37,34,1,0.0,29.39,21,8.6,0,0,0,0,11.0,0,0,0,0,83,59,36,19,61,1,7,510,1839,0.0,9.1,21,9.2,0,0,0,0,0,12.0,0,0,0,0,0,1,1
2801,2011-07-25,-87.778927,41.776156,7,0,1,0,0,0,1,0,0,0,0,0.25,0.57,90,73,47,40,1,0.01,29.25,35,6.1,0,0,0,0,12.0,0,0,0,0,88,73,46,25,66,1,17,438,1918,0.0,3.4,32,6.5,0,0,0,0,0,14.0,0,0,0,1,1,1,8
719,2007-08-15,-87.648064,41.721474,8,0,1,0,0,20,24,0,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,4
3012,2011-08-12,-87.679447,41.801179,8,0,1,0,0,0,1,0,0,0,0,0.25,0.57,82,65,39,33,1,0.0,29.28,19,8.4,0,0,0,0,9.0,0,0,0,0,81,60,36,10,59,1,7,456,1858,0.0,8.3,19,8.5,0,0,0,0,0,10.0,0,0,0,0,1,1,1
2495,2011-06-17,-87.890615,41.974689,6,0,1,0,0,4,16,116,26,0,0,0.23,0.76,82,64,38,34,1,0.0,29.18,7,6.2,0,0,0,0,15.0,0,0,0,0,82,60,36,20,60,1,7,416,1929,0.0,5.8,6,6.6,0,0,0,0,0,19.0,0,0,0,1,1,1,3
1494,2009-05-28,-87.585413,41.726465000000005,5,1,0,0,0,0,1,1,0,0,0,0.28,0.85,64,55,25,23,26,0.0,29.11,29,8.3,0,0,0,0,13.212498602533099,0,0,0,0,62,54,23,13,51,28,1,421,1916,0.0,6.8,30,8.1,0,0,0,0,0,13.2126647963936,0,0,0,1,1,1,7
2747,2011-07-15,-87.72505699999999,41.951865999999995,7,0,1,0,0,0,3,5,0,0,1,0.25,0.57,86,71,44,36,1,0.0,29.33,10,6.8,0,0,0,0,13.0,0,0,0,0,87,70,44,23,60,1,15,429,1926,0.0,5.4,9,6.7,0,0,0,0,0,13.0,0,0,0,1,0,1,10
882,2007-08-24,-87.776385,41.942114000000004,8,0,1,0,0,12,5,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,6
3823,2013-07-12,-87.64997,41.723195000000004,7,0,1,0,0,0,7,4,0,0,0,0.26,0.58,82,60,36,31,1,0.0,29.44,8,5.4,0,0,0,0,19.0,0,0,0,0,83,58,36,10,53,1,7,427,1928,0.0,4.0,8,4.8,0,0,0,0,0,16.0,0,0,0,0,1,1,4
3657,2013-06-27,-87.703047,41.77166,6,0,1,0,0,0,2,3,0,0,0,0.24,0.72,91,66,44,38,1,0.59,29.08,29,6.8,0,0,1,0,19.0,1,0,0,0,90,64,42,24,67,1,13,418,1931,0.92,7.2,29,7.2,1,0,0,0,0,20.0,0,0,0,1,1,1,8
1978,2009-07-27,-87.605294,41.750498,7,0,1,0,0,4,25,2,0,0,0,0.26,0.6,84,66,40,36,1,0.03,29.21,23,9.6,0,0,0,1,13.0,0,0,0,0,84,64,39,18,61,1,10,440,1917,0.02,9.3,23,10.1,0,0,0,0,1,15.0,0,0,0,1,1,1,7
1005,2007-09-04,-87.702575,41.958271,9,0,0,1,0,1,3,0,0,0,0,0.29,0.67,90,67,44,36,1,0.0,29.34,24,5.0,0,0,0,0,12.0,0,0,0,0,89,63,41,26,60,1,12,520,1822,0.0,2.8,22,4.3,0,0,0,0,0,17.0,0,0,0,1,1,1,9
3906,2013-07-19,-87.586427,41.778748,7,0,1,0,0,0,0,1,0,0,0,0.26,0.58,97,75,51,44,1,0.0,29.17,24,13.9,0,0,0,0,16.0,0,1,0,0,96,71,49,28,70,1,20,433,1923,0.58,13.3,25,14.0,1,0,0,0,0,12.0,1,0,0,0,1,1,7
2313,2009-09-17,-87.77792099999999,42.008314,9,0,0,1,0,0,6,0,0,0,0,0.26,0.6,71,54,28,26,13,0.0,29.51,8,5.4,0,0,0,0,9.0,0,0,0,0,72,50,26,11,52,25,1,533,1758,0.0,3.4,5,4.2,0,0,0,0,0,11.0,0,0,0,1,0,1,2
708,2007-08-15,-87.666455,41.9216,8,0,1,0,0,67,108,0,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,9
3241,2011-09-12,-87.742302,41.763733,9,0,0,1,0,0,4,1,0,0,0,0.25,0.57,86,64,40,34,1,0.0,29.24,23,9.3,0,0,0,0,12.0,0,0,0,0,86,64,40,28,59,1,11,528,1809,0.0,10.5,23,10.9,0,0,0,0,0,12.0,0,0,0,0,1,1,8
1244,2007-09-19,-87.590773,41.754292,9,0,0,1,0,0,0,0,0,0,1,0.29,0.67,84,68,41,34,1,0.0,29.47,25,9.0,0,0,0,0,11.0,0,0,0,0,84,65,40,30,59,1,11,536,1755,0.0,5.0,26,9.7,0,0,0,0,0,17.0,0,0,0,1,1,1,7
902,2007-08-24,-87.716788,41.899229999999996,8,0,1,0,0,7,4,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,6
850,2007-08-22,-87.61425799999999,41.725516999999996,8,0,1,0,0,1,3,0,0,0,0,0.29,0.67,90,70,45,42,1,0.88,29.29,21,8.4,0,0,0,1,14.0,1,0,1,0,90,69,45,27,71,1,16,506,1843,0.37,5.3,21,9.5,0,0,0,0,1,18.0,1,1,0,1,1,1,7
455,2007-08-01,-87.679447,41.801179,8,0,1,0,0,6,24,4,0,0,0,0.29,0.67,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,1
1393,2007-10-04,-87.707973,41.682587,10,0,0,1,0,7,3,0,0,0,0,0.27,0.77,83,56,35,31,1,0.0,29.39,17,5.9,0,0,0,0,9.0,0,0,0,0,82,51,32,28,56,1,3,552,1729,0.0,3.9,17,4.6,0,0,0,1,0,12.0,0,0,0,1,1,1,4
2843,2011-07-25,-87.642984,41.803422999999995,7,0,1,0,0,0,7,1,0,0,0,0.25,0.57,90,73,47,40,1,0.01,29.25,35,6.1,0,0,0,0,12.0,0,0,0,0,88,73,46,25,66,1,17,438,1918,0.0,3.4,32,6.5,0,0,0,0,0,14.0,0,0,0,1,1,1,1
216,2007-07-11,-87.716788,41.899229999999996,7,0,1,0,0,5,6,4,0,0,0,0.29,0.67,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,6
1078,2007-09-12,-87.785288,41.923738,9,0,0,1,0,7,6,0,0,0,0,0.29,0.67,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,6
1415,2007-10-04,-87.675919,42.006858,10,0,0,1,0,0,1,0,0,0,0,0.27,0.77,83,56,35,31,1,0.0,29.39,17,5.9,0,0,0,0,9.0,0,0,0,0,82,51,32,28,56,1,3,552,1729,0.0,3.9,17,4.6,0,0,0,1,0,12.0,0,0,0,1,1,1,9
1026,2007-09-05,-87.77653199999999,41.781416,9,0,0,1,0,0,1,0,0,0,0,0.29,0.67,91,72,47,38,1,0.0,29.31,19,6.7,0,0,0,0,12.0,0,0,0,0,90,66,43,29,63,1,14,521,1821,0.0,6.4,19,6.5,0,0,0,0,1,18.0,0,0,0,1,1,1,8
1167,2007-09-18,-87.77792099999999,42.008314,9,0,0,1,0,6,2,0,0,0,0,0.29,0.67,89,66,43,34,1,0.0,29.41,19,12.8,0,0,0,0,12.0,0,0,0,0,88,63,41,30,58,1,12,535,1756,0.0,12.9,19,13.1,0,0,0,0,0,18.0,0,0,0,1,1,1,2
3686,2013-06-28,-87.642984,41.803422999999995,6,0,1,0,0,0,0,2,0,0,0,0.24,0.72,83,68,41,34,1,0.16,28.97,29,9.8,0,0,0,1,20.0,0,0,0,0,83,67,40,22,61,1,11,419,1931,0.0,10.5,31,10.9,0,0,0,0,1,21.0,0,0,0,1,1,1,1
915,2007-08-24,-87.694991,41.857402,8,0,1,0,0,3,0,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,1
1594,2009-06-12,-87.832763,41.944869,6,0,1,0,0,0,47,44,0,0,0,0.28,0.85,72,50,26,24,25,0.0,29.3,6,6.7,0,0,0,0,11.1275750174246,0,0,0,0,74,49,27,14,49,24,1,416,1927,0.0,4.4,7,5.8,0,0,0,0,1,15.2951659155589,0,0,0,1,1,1,2
3939,2013-07-25,-87.72505699999999,41.951865999999995,7,0,1,0,0,0,24,0,0,0,0,0.26,0.58,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,10
4350,2013-09-06,-87.800515,41.916265,9,0,0,1,0,13,18,0,0,0,0,0.26,0.58,85,62,39,32,1,0.0,29.44,17,6.0,0,0,0,0,11.0,0,0,0,0,86,57,37,23,58,1,8,522,1819,0.0,4.7,20,6.0,0,0,0,0,0,11.0,0,0,0,0,0,1,6
969,2007-08-28,-87.536497,41.702723999999996,8,0,1,0,0,421,399,0,0,0,2,0.29,0.67,90,69,45,39,1,0.0,29.34,21,8.3,0,0,0,0,15.0,0,0,0,0,91,67,44,27,66,1,15,513,1834,0.0,9.0,20,9.5,0,0,0,0,0,20.0,0,0,0,1,1,1,5
3221,2011-09-02,-87.585413,41.726465000000005,9,0,0,1,0,1,0,3,0,0,0,0.25,0.57,94,79,52,43,1,0.0,29.24,20,6.6,0,0,0,0,11.0,0,0,0,0,92,76,49,34,69,1,20,518,1826,0.0,4.9,22,7.4,0,0,0,1,0,12.0,0,0,0,0,1,1,7
3838,2013-07-12,-87.55551,41.733643,7,0,1,0,0,0,3,5,0,0,0,0.26,0.58,82,60,36,31,1,0.0,29.44,8,5.4,0,0,0,0,19.0,0,0,0,0,83,58,36,10,53,1,7,427,1928,0.0,4.0,8,4.8,0,0,0,0,0,16.0,0,0,0,0,1,1,7
1574,2009-06-05,-87.696269,41.868142,6,0,1,0,0,0,3,1,0,0,0,0.28,0.85,80,47,29,23,2,0.0,29.23,25,7.2,0,0,0,0,12.0216409366304,0,0,0,0,79,44,27,11,44,24,1,417,1923,0.0,5.8,26,6.7,0,0,0,0,0,13.115529037562899,0,0,0,1,1,1,1
1011,2007-09-04,-87.68776899999999,42.01743,9,0,0,1,0,1,1,0,0,0,0,0.29,0.67,90,67,44,36,1,0.0,29.34,24,5.0,0,0,0,0,12.0,0,0,0,0,89,63,41,26,60,1,12,520,1822,0.0,2.8,22,4.3,0,0,0,0,0,17.0,0,0,0,1,1,1,9
3473,2013-06-07,-87.716277,41.846075,6,0,1,0,0,0,0,1,0,0,0,0.24,0.72,68,54,26,21,25,0.0,29.26,2,9.2,0,0,0,0,14.0534669233637,0,0,0,0,68,52,25,14,45,26,1,417,1924,0.0,9.5,3,9.9,0,0,0,0,0,13.4272499331465,0,0,0,1,1,1,1
1339,2007-09-24,-87.585487,41.799282,9,0,0,1,0,1,0,0,0,0,0,0.29,0.67,91,71,46,38,1,0.0,29.34,19,10.5,0,0,0,0,10.0,0,0,0,0,90,68,44,36,63,1,15,541,1746,0.0,11.4,19,11.9,0,0,0,0,0,13.0,0,0,0,1,1,1,7
3399,2011-09-23,-87.64997,41.723195000000004,9,0,0,1,0,0,2,0,0,0,0,0.25,0.57,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,4
763,2007-08-21,-87.79518,41.921177,8,0,1,0,0,8,2,0,0,0,0,0.29,0.67,85,69,42,41,1,0.01,29.26,17,6.0,0,0,0,0,13.0,1,0,0,0,87,69,43,25,70,1,14,505,1845,0.0,3.8,18,6.0,1,0,0,1,0,17.0,0,0,0,1,1,1,6
1291,2007-09-24,-87.726549,41.82561,9,0,0,1,0,1,4,0,0,0,0,0.29,0.67,91,71,46,38,1,0.0,29.34,19,10.5,0,0,0,0,10.0,0,0,0,0,90,68,44,36,63,1,15,541,1746,0.0,11.4,19,11.9,0,0,0,0,0,13.0,0,0,0,1,1,1,8
868,2007-08-24,-87.812827,41.981964000000005,8,0,1,0,0,28,7,3,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,2
1626,2009-06-12,-87.65449100000001,41.891118,6,0,1,0,0,0,8,2,0,0,0,0.28,0.85,72,50,26,24,25,0.0,29.3,6,6.7,0,0,0,0,11.1275750174246,0,0,0,0,74,49,27,14,49,24,1,416,1927,0.0,4.4,7,5.8,0,0,0,0,1,15.2951659155589,0,0,0,1,1,1,1
2053,2009-08-07,-87.760886,41.907645,8,0,1,0,0,0,7,2,0,0,0,0.26,0.6,74,67,36,32,1,0.23,29.41,15,7.2,0,0,0,1,11.0,1,0,0,0,74,64,34,12,59,1,5,451,1904,0.33,7.3,15,7.8,1,0,0,0,1,14.0,0,0,0,1,0,1,6
490,2007-08-01,-87.598865,41.692555,8,0,1,0,0,2,2,0,0,0,0,0.29,0.67,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,5
1871,2009-07-17,-87.832763,41.944869,7,0,1,0,0,0,29,3,0,0,0,0.26,0.6,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,2
