"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
2366,-87.862995,41.992478,0,0,1,0,0,1,1,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
4433,-87.731435,41.743402,0,0,1,0,47,1,5,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
121,-87.702575,41.958271,0,1,0,0,0,0,2,0,0,0,419,1931,56,28,16,13,55,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
300,-87.689778,41.986921,0,1,0,0,1,0,3,0,0,0,432,1924,69,42,21,1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
3676,-87.726549,41.82561,0,1,0,0,0,0,5,0,0,0,419,1931,68,40,22,1,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
4281,-87.777921,42.008314,0,1,0,0,10,41,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
2278,-87.687769,42.01743,0,0,1,0,0,4,0,0,0,0,530,1805,59,36,25,1,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
3568,-87.535198,41.680946,0,1,0,0,0,4,4,0,0,0,416,1928,57,32,1,1,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
422,-87.752411,41.778297,0,1,0,0,13,31,4,1,0,0,445,1911,69,46,26,1,62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
2934,-87.756155,41.904194,0,1,0,0,0,9,0,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
4481,-87.535198,41.680946,0,0,1,0,0,11,0,0,0,0,528,1809,63,37,25,1,59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
3886,-87.666343,41.822536,0,1,0,0,0,0,22,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
1252,-87.55551,41.733643,0,0,1,0,2,2,0,0,0,0,536,1755,68,40,30,1,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
2902,-87.654234,41.793818,0,1,0,0,3,19,21,1,0,0,442,1915,74,44,23,1,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
2815,-87.726737,41.911824,0,1,0,0,0,7,2,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
4371,-87.716277,41.846075,0,0,1,0,12,3,0,0,0,0,522,1819,62,37,23,1,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
3885,-87.666901,41.868077,0,1,0,0,0,23,34,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
2830,-87.679447,41.801179,0,1,0,0,0,5,9,0,0,0,438,1918,73,46,25,1,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
1719,-87.716788,41.89923,0,1,0,0,0,1,0,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
3017,-87.666343,41.822536,0,1,0,0,0,2,1,0,0,0,456,1858,65,36,10,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
832,-87.612922,41.754676,0,1,0,0,7,4,1,0,0,0,505,1845,69,43,25,1,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
3718,-87.747113,41.991429,0,1,0,0,0,10,37,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
323,-87.787992,41.970248,0,1,0,0,1,0,0,0,0,0,433,1923,63,38,1,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,82,38,1,83,63,9,29.26,35,0,1,0,0,0,0,0,0,14.4,11.9,7,13,14,0,1,0.16
2232,-87.666901,41.868077,0,0,1,0,0,1,0,0,0,0,519,1824,57,31,10,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
1610,-87.707973,41.682587,0,1,0,0,0,2,2,0,0,0,416,1927,50,27,14,24,49,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28,0.85,72,26,25,74,49,1,29.3,24,0,0,0,0,0,0,0,1,6.7,5.8,4.4,15.2951659155589,11.1275750174246,1,1,0
2439,-87.756155,41.904194,0,0,1,0,0,0,0,0,0,1,548,1734,44,15,16,8,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.24,1.05,59,17,6,59,41,1,29.18,18,0,1,0,0,0,1,0,1,8.7,9.5,9.1,13,10,1,0,0.89
1395,-87.703736,41.704336,0,0,1,0,1,0,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
364,-87.763416,41.801498,0,1,0,0,0,1,0,0,0,0,440,1917,70,42,21,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
2546,-87.585413,41.726465,0,1,0,0,0,0,3,0,0,0,416,1929,64,36,20,1,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
4224,-87.725057,41.951866,0,1,0,0,15,38,6,0,0,0,506,1843,67,38,20,1,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
1259,-87.531635,41.686398,0,0,1,0,0,4,0,0,0,0,536,1755,68,40,30,1,59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
614,-87.612922,41.754676,0,1,0,0,1,2,0,0,0,0,451,1904,73,47,27,1,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
2749,-87.716788,41.89923,0,1,0,0,0,4,2,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
3825,-87.642984,41.803423,0,1,0,0,0,40,8,0,0,0,427,1928,60,36,10,1,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
1010,-87.689778,41.986921,0,0,1,0,5,1,0,0,0,0,520,1822,67,41,26,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
2238,-87.627796,41.821582,0,0,1,0,2,0,0,0,0,0,519,1824,57,31,10,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
2644,-87.642984,41.803423,0,1,0,0,0,0,5,0,0,0,419,1931,66,39,20,1,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
2537,-87.654224,41.867108,0,1,0,0,0,6,7,0,0,0,416,1929,64,36,20,1,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,82,38,1,82,60,7,29.18,34,0,0,0,0,0,0,0,0,6.2,6.6,5.8,19,15,1,1,0
3740,-87.678649,41.768388,0,1,0,0,0,0,2,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
1132,-87.642984,41.803423,0,0,1,0,0,1,0,0,0,0,528,1809,46,22,16,29,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
2930,-87.778927,41.776156,0,1,0,0,0,2,0,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
1776,-87.71188,41.800737,0,1,0,0,0,1,0,0,0,0,423,1930,63,38,19,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,85,39,1,86,60,9,29.2,32,0,0,0,0,0,0,0,0,5.5,7.8,7.5,17,16,1,1,0
1063,-87.585413,41.726465,0,0,1,0,387,50,1,0,0,0,522,1819,74,43,29,1,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,44,1,82,73,14,29.27,39,0,0,0,0,0,1,1,1,13,12.1,11.9,19,12,1,1,0.18
1352,-87.535198,41.680946,0,0,1,0,3,3,0,0,0,0,542,1744,67,39,31,1,65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,83,40,1,85,63,10,29.29,38,0,0,1,0,0,1,0,1,9.4,10.5,7.9,14,10,1,1,0.27
4491,-87.777921,42.008314,0,0,1,0,11,0,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
2903,-87.654224,41.867108,0,1,0,0,0,6,7,0,0,0,442,1915,74,44,23,1,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
2907,-87.632085,41.921965,0,1,0,0,0,2,1,0,0,0,442,1915,74,44,23,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
2857,-87.546587,41.740641,0,1,0,0,2,6,0,0,0,0,438,1918,73,46,25,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
396,-87.61156,41.891126,0,1,0,0,0,1,0,0,0,0,440,1917,70,42,21,1,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
893,-87.740029,41.772846,0,1,0,0,3,2,0,0,0,0,509,1840,69,40,22,1,67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
2035,-87.565666,41.704572,0,1,0,0,0,1,0,0,0,0,444,1913,62,35,12,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
1282,-87.750938,41.979243,0,0,1,0,3,1,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
2793,-87.890615,41.974689,0,1,0,0,97,292,212,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
858,-87.55551,41.733643,0,1,0,0,2,3,0,0,0,0,506,1843,70,45,27,1,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
924,-87.677737,41.836644,0,1,0,0,2,8,0,0,0,0,509,1840,69,40,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
4349,-87.800991,41.95469,0,0,1,0,37,53,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
3165,-87.585413,41.726465,0,1,0,0,0,12,5,0,0,0,511,1837,61,36,19,1,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
2909,-87.627796,41.821582,0,1,0,0,0,0,1,0,0,0,442,1915,74,44,23,1,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
729,-87.605294,41.750498,0,1,0,0,18,15,0,0,0,0,459,1854,72,41,22,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
1674,-87.689778,41.986921,0,1,0,0,0,5,3,0,0,0,416,1930,66,41,24,1,67,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
447,-87.696269,41.868142,0,1,0,0,24,14,3,0,0,0,445,1911,69,46,26,1,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
2148,-87.805059,41.973845,0,1,0,0,1,20,4,0,0,0,510,1839,61,36,19,1,61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
4255,-87.629798,41.878114,0,1,0,0,0,8,0,0,0,0,506,1843,67,38,20,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
2885,-87.716277,41.846075,0,1,0,0,0,7,0,0,0,0,442,1915,74,44,23,1,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
2824,-87.701431,41.906638,0,1,0,0,0,1,1,0,0,0,438,1918,73,46,25,1,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
2939,-87.736812,41.798697,0,1,0,0,7,8,2,0,0,0,449,1907,70,41,21,1,68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
3429,-87.728492,41.984809,0,0,1,0,0,1,0,0,0,0,547,1735,47,16,16,7,41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,58,18,5,57,45,1,29.37,16,0,0,0,0,0,0,0,1,16.3,15,14.6,18,18,0,1,0.09
2302,-87.930995,41.957799,0,0,1,0,0,6,0,0,0,0,533,1758,54,26,11,25,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
1991,-87.800991,41.95469,0,1,0,0,3,14,4,0,0,0,444,1913,62,35,12,1,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
3754,-87.642984,41.803423,0,1,0,0,0,1,2,0,0,0,424,1929,71,43,23,1,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
4011,-87.725057,41.951866,0,1,0,0,3,38,2,0,0,1,445,1911,61,36,10,1,57,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
2805,-87.757639,41.964242,0,1,0,0,2,62,10,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
1588,-87.605294,41.750498,0,1,0,0,0,1,1,0,0,0,417,1923,47,27,11,24,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,80,29,2,79,44,1,29.23,23,0,0,0,0,0,0,0,0,7.2,6.7,5.8,13.1155290375629,12.0216409366304,1,1,0
2342,-87.666901,41.868077,0,0,1,0,0,39,6,0,0,0,533,1758,54,26,11,25,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,71,28,13,72,50,1,29.51,26,0,0,0,0,0,0,0,0,5.4,4.2,3.4,11,9,1,0,0
4234,-87.696269,41.868142,0,1,0,0,0,13,0,0,0,0,506,1843,67,38,20,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
690,-87.694259,41.919343,0,1,0,0,2,3,0,0,0,0,459,1854,72,41,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
4470,-87.605294,41.750498,0,0,1,0,11,5,0,0,0,0,528,1809,63,37,25,1,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
266,-87.797127,41.990284,0,1,0,0,0,0,3,0,0,0,432,1924,69,42,21,1,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
518,-87.614258,41.725517,0,1,0,0,0,2,0,0,0,0,446,1910,73,46,26,1,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,47,1,91,70,17,29.31,41,0,0,0,0,0,0,1,0,7.2,5.9,5.5,11,12,0,1,0
381,-87.694991,41.857402,0,1,0,0,1,4,0,0,0,0,440,1917,70,42,21,1,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
4359,-87.752411,41.778297,0,0,1,0,13,6,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
3394,-87.666066,41.98728,0,0,1,0,0,1,0,0,0,0,540,1748,48,20,14,3,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
3814,-87.666901,41.868077,0,1,0,0,0,85,27,0,0,0,427,1928,60,36,10,1,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
4262,-87.590773,41.754292,0,1,0,0,0,9,0,0,0,0,506,1843,67,38,20,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
801,-87.696269,41.868142,0,1,0,0,13,7,0,0,0,0,505,1845,69,43,25,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
1246,-87.585487,41.799282,0,0,1,0,3,0,0,0,0,0,536,1755,68,40,30,1,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
3958,-87.666343,41.822536,0,1,0,0,0,19,10,0,0,3,438,1918,58,34,13,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
2719,-87.546587,41.740641,0,1,0,0,0,0,2,0,0,0,426,1928,70,45,25,1,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
1527,-87.679447,41.801179,0,1,0,0,0,2,0,0,0,0,419,1920,50,19,2,4,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,61,21,30,60,48,1,29.42,20,0,1,0,0,0,0,0,1,9.2,8,7.4,12.0883152079486,11.048196270827,1,1,0.12
2046,-87.800515,41.916265,0,1,0,0,5,23,1,0,0,0,451,1904,67,34,12,1,59,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
1686,-87.649642,41.732984,0,1,0,0,1,67,28,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
1711,-87.760886,41.907645,0,1,0,0,2,5,10,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
3832,-87.599862,41.673408,0,1,0,0,0,106,157,0,0,0,427,1928,60,36,10,1,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
