"ID","Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i"
286,2,"2008-08-10",74,61,33,53,28,1,4,0,29.36,30,10.2,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0,17,1,74,17,1
287,2,"2008-08-11",76,60,33,57,31,1,4,0,29.36,30.01,3.5,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,33,0,16,1,76,16,1
288,2,"2008-08-12",77,62,35,57,31,1,6,0,29.23,29.89,3.3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,15,1,77,15,1
289,2,"2008-08-13",77,66,37,59,32,1,8,0,29.17,29.82,3.1,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,0,14,1,77,14,1
290,2,"2008-08-14",78,65,37,60,33,1,8,0,29.28,29.91,7.7,3,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,14,1,78,14,1
291,2,"2008-08-15",78,61,35,55,30,1,6,0,29.49,30.11,7.5,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0,14,1,78,14,1
292,2,"2008-08-16",82,59,36,53,30,1,7,0,29.46,30.11,5.5,29,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,13,1,82,13,1
293,2,"2008-08-17",85,63,39,59,34,1,10,0,29.34,30,8.5,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0,13,1,85,13,1
294,2,"2008-08-18",85,65,40,58,34,1,11,0,29.33,29.97,6.6,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,13,1,85,13,1
295,2,"2008-08-19",84,65,40,64,37,1,11,0,29.42,30.05,4.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,13,1,84,13,1
296,2,"2008-08-20",81,67,39,59,34,1,10,0,29.46,30.1,7.3,10,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0,13,1,81,13,1
297,2,"2008-08-21",82,69,41,60,35,1,12,0,29.36,30.02,6.5,14,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,41,0,14,1,82,14,1
298,2,"2008-08-22",84,75,45,69,41,1,16,0,29.39,30.02,11.1,19,11.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,84,45,0,14,1,84,14,1
299,2,"2008-08-23",90,69,45,68,40,1,16,0,29.36,30,8.3,24,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,45,0,14,1,90,14,1
300,2,"2008-08-24",78,65,37,57,32,1,8,0,29.38,30.03,8.7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,13,1,78,13,1
301,2,"2008-08-25",74,66,35,56,30,1,6,0,29.41,30.06,12.7,5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,35,0,12,1,74,12,1
302,2,"2008-08-26",75,61,33,55,30,1,4,0,29.34,30.01,7.9,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33,0,11,1,75,11,1
303,2,"2008-08-27",82,60,36,57,32,1,7,0,29.25,29.91,4.2,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,11,1,82,11,1
304,2,"2008-08-28",81,67,39,65,37,1,10,0.02,29.15,29.8,5.7,19,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,39,0.02,12,1,81,12,1
305,2,"2008-08-29",84,67,41,61,35,1,12,0,29.29,29.91,3.6,2,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,41,0,12,1,84,12,1
306,2,"2008-08-30",87,61,39,55,33,1,10,0,29.44,30.07,2,23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,39,0,12,1,87,12,1
307,2,"2008-08-31",89,65,42,57,34,1,13,0,29.47,30.11,4.8,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,0,12,1,89,12,1
308,2,"2008-09-01",89,67,43,54,33,1,14,0,29.42,30.07,7.7,12,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,11,1,89,11,1
309,2,"2008-09-02",95,68,47,61,37,1,18,0,29.36,30,2.8,17,4.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95,47,0,11,1,95,11,1
310,2,"2008-09-03",77,68,38,62,34,1,9,0,29.34,29.99,11.2,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,0,10,1,77,10,1
311,2,"2008-09-04",68,63,31,63,33,1,2,2.68,29.13,29.8,11.2,3,12.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,31,2.68,10,1,68,10,1
312,2,"2008-09-05",68,58,28,58,29,13,1,0.01,29.28,29.92,4.3,32,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,28,0.01,10,1,68,10,1
313,2,"2008-09-06",74,56,30,54,28,1,1,0,29.34,29.98,5.1,28,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,30,0,11,1,74,11,1
314,2,"2008-09-07",74,58,31,52,27,1,2,0.01,29.41,30.05,7,26,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,31,0.01,11,1,74,11,1
315,2,"2008-09-08",70,53,27,54,25,24,1,1.01,29.45,30.1,4.9,33,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70,27,1.01,12,1,70,12,1
316,2,"2008-09-09",68,49,24,46,21,27,1,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,0.01,12,1,68,12,1
317,2,"2008-09-10",72,50,26,47,23,25,1,0,29.54,30.2,4,14,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,12,1,72,12,1
318,2,"2008-09-11",79,57,33,57,31,1,4,0,29.4,30.07,8.6,18,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,12,1,79,12,1
319,2,"2008-09-12",73,69,36,68,38,1,7,0.62,29.28,29.95,6.6,23,7.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,73,36,0.62,12,1,73,12,1
320,2,"2008-09-13",77,69,38,71,41,1,9,3.07,29.04,29.7,7.2,22,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77,38,3.07,13,1,77,13,1
321,2,"2008-09-14",72,58,30,62,32,1,1,1.75,29.01,29.66,7.2,32,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,30,1.75,13,1,72,13,1
322,2,"2008-09-15",65,55,25,53,25,26,1,0.01,29.47,30.09,5.9,33,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,0.01,13,1,65,13,1
323,2,"2008-09-16",71,50,26,50,24,25,1,0,29.52,30.18,5.3,24,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,0,13,1,71,13,1
324,2,"2008-09-17",83,58,36,56,30,1,7,0,29.52,30.17,2.2,28,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,0,13,1,83,13,1
325,2,"2008-09-18",74,62,33,56,29,1,4,0,29.62,30.27,7.2,9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0,12,1,74,12,1
326,2,"2008-09-19",79,58,34,53,29,1,5,0,29.52,30.19,6.1,18,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,0,12,1,79,12,1
327,2,"2008-09-20",82,59,36,56,31,1,7,0,29.51,30.16,2.3,12,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,36,0,12,1,82,12,1
328,2,"2008-09-21",80,60,35,61,34,1,6,0,29.6,30.24,3,9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,35,0,12,1,80,12,1
329,2,"2008-09-22",82,63,38,59,33,1,9,0,29.65,30.3,6.7,12,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,82,38,0,12,1,82,12,1
330,2,"2008-09-23",83,63,38,56,32,1,9,0,29.62,30.28,6.6,15,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,11,1,83,11,1
331,2,"2008-09-24",82,62,37,57,32,1,8,0,29.6,30.25,2.7,21,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,11,1,82,11,1
332,2,"2008-09-25",78,66,37,61,34,1,8,0,29.59,30.25,5.4,4,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,37,0,11,1,78,11,1
333,2,"2008-09-26",78,60,34,54,30,1,5,0,29.47,30.14,3.5,6,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,34,0,11,1,78,11,1
334,2,"2008-09-27",80,55,33,54,29,1,4,0,29.39,30.04,1.6,7,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,33,0,11,1,80,11,1
335,2,"2008-09-28",69,60,30,57,29,1,1,0,29.46,30.11,7.3,4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,30,0,11,1,69,11,1
336,2,"2008-09-29",65,56,26,57,28,25,1,0.11,29.31,29.99,1.6,33,4.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,65,26,0.11,12,1,65,12,1
337,2,"2008-09-30",61,48,20,45,19,3,1,0.01,29.27,29.94,9.3,31,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,0.01,12,1,61,12,1
338,2,"2008-10-01",62,46,NA,41,16,NA,NA,0,29.3,29.96,10.9,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,20.1035656931168,0,12,1,62,12,1
339,2,"2008-10-02",62,43,18,40,16,5,1,0,29.24,29.92,9.5,28,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,12,1,62,12,1
340,2,"2008-10-03",59,49,19,43,18,4,1,0.01,29.4,30.04,6,6,8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,19,0.01,13,1,59,13,1
341,2,"2008-10-04",60,42,16,39,15,7,1,0,29.57,30.23,3.1,11,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,0,13,1,60,13,1
342,2,"2008-10-05",61,46,19,41,18,4,1,0.03,29.57,30.24,6.5,11,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,19,0.03,13,1,61,13,1
343,2,"2008-10-06",70,56,28,46,23,13,1,0,29.55,30.23,8.9,12,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0,12,1,70,12,1
344,2,"2008-10-07",65,56,26,52,25,25,1,0.86,29.31,30.01,9.5,14,10.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,65,26,0.86,13,1,65,13,1
345,2,"2008-10-08",63,52,23,52,24,28,1,0.29,29.2,29.86,7.4,26,8.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,23,0.29,14,1,63,14,1
346,2,"2008-10-09",69,48,24,39,18,27,1,0,29.41,30.05,3.9,29,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,24,0,14,1,69,14,1
347,2,"2008-10-10",73,46,25,41,20,26,1,0,29.52,30.17,5.3,11,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,25,0,14,1,73,14,1
348,2,"2008-10-11",80,55,33,50,26,1,4,0,29.58,30.24,3.9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,33,0,14,1,80,14,1
349,2,"2008-10-12",86,62,39,54,31,1,10,0,29.61,30.26,5.8,16,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39,0,13,1,86,13,1
350,2,"2008-10-13",79,64,37,57,32,1,8,0,29.54,30.2,8.3,20,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,37,0,13,1,79,13,1
351,2,"2008-10-14",70,55,28,43,21,13,1,0,29.54,30.21,1.5,34,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0,13,1,70,13,1
352,2,"2008-10-15",64,50,22,51,23,29,1,0.24,29.39,30.05,3.6,32,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64,22,0.24,14,1,64,14,1
353,2,"2008-10-16",59,44,17,39,14,6,1,0,29.57,30.24,6.7,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0,14,1,59,14,1
354,2,"2008-10-17",56,44,15,40,15,8,1,0,29.59,30.25,5.8,36,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,0,13,1,56,13,1
355,2,"2008-10-18",60,46,18,41,16,5,1,0.14,29.65,30.32,2.4,7,5.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,18,0.14,14,1,60,14,1
356,2,"2008-10-19",62,44,18,37,15,5,1,0,29.57,30.25,10.6,19,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,13,1,62,13,1
357,2,"2008-10-20",56,44,15,43,16,8,1,0.31,29.54,30.21,3.2,31,7.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,15,0.31,13,1,56,13,1
358,2,"2008-10-21",55,39,12,37,12,11,1,0,29.7,30.37,6.7,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,12,1,55,12,1
359,2,"2008-10-22",54,40,12,29,9,11,1,0,29.71,30.4,12,12,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,12,1,54,12,1
360,2,"2008-10-23",60,40,15,34,12,8,1,0.09,29.56,30.27,10.6,12,10.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,15,0.09,12,1,60,12,1
361,2,"2008-10-24",56,45,16,44,16,7,1,0.63,29.25,29.97,5.6,20,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,16,0.63,13,1,56,13,1
362,2,"2008-10-25",53,43,13,41,14,10,1,0,29.09,29.79,12.8,23,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,0,13,1,53,13,1
363,2,"2008-10-26",56,36,11,34,10,12,1,0.01,29.17,29.81,17.5,27,18.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,56,11,0.01,14,1,56,14,1
364,2,"2008-10-27",47,34,6,28,4,18,1,0,29.57,30.21,13.4,31,13.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,47,6,0,14,1,47,14,1
365,2,"2008-10-28",45,32,4,23,2,20,1,0,29.6,30.31,9.9,30,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,13,1,45,13,1
366,2,"2008-10-29",51,33,7,25,4,17,1,0,29.54,30.22,1.7,29,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,12,1,51,12,1
367,2,"2008-10-30",63,34,14,31,10,9,1,0,29.65,30.33,9.3,19,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,14,0,12,1,63,12,1
368,2,"2008-10-31",71,49,25,46,20,26,1,0,29.64,30.3,6,22,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,25,0,12,1,71,12,1
369,2,"2009-05-01",62,48,20,42,17,3,1,0.04,29.33,29.98,8.1,29,8.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,20,0.04,13,1,62,13,1
370,2,"2009-05-02",65,45,20,34,15,3,1,0,29.28,29.95,9.2,27,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,0,13,1,65,13,1
371,2,"2009-05-03",70,45,23,35,17,28,1,0,29.26,29.92,4.7,26,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,0,13,1,70,13,1
372,2,"2009-05-04",70,49,25,36,17,26,1,0,29.37,30.02,7.1,9,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,25,0,13,1,70,13,1
373,2,"2009-05-05",70,54,27,41,20,24,1,0,29.28,29.95,5.1,12,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,27,0,13,1,70,13,1
374,2,"2009-05-06",75,56,31,51,25,1,2,0.86,29.13,29.8,6.2,19,7.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75,31,0.86,14,1,75,14,1
375,2,"2009-05-07",77,56,32,53,27,1,3,0.03,29.08,29.74,8.2,24,9.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,77,32,0.03,15,1,77,15,1
376,2,"2009-05-08",74,57,31,55,28,1,2,0.01,29,29.67,4.4,20,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,74,31,0.01,15,1,74,15,1
377,2,"2009-05-09",64,45,20,44,18,3,1,0,29.26,29.87,4.7,28,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,15,1,64,15,1
378,2,"2009-05-10",67,43,20,40,16,3,1,0.02,29.47,30.11,5.1,30,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,20,0.02,16,1,67,16,1
379,2,"2009-05-11",61,40,16,34,13,7,1,0,29.53,30.2,2.1,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16,0,16,1,61,16,1
380,2,"2009-05-12",72,44,23,32,16,28,1,0,29.44,30.13,8.9,16,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,23,0,16,1,72,16,1
381,2,"2009-05-13",71,54,28,58,29,13,1,1.03,29.08,29.77,12.9,18,14.8,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,71,28,1.03,16,1,71,16,1
382,2,"2009-05-14",69,55,27,44,22,24,1,0,29.38,30,11.1,27,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,27,0,16,1,69,16,1
383,2,"2009-05-15",63,55,24,52,24,27,1,0.7,29.34,29.99,4.4,15,5.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,63,24,0.7,17,1,63,17,1
384,2,"2009-05-16",62,47,20,41,19,3,1,0.04,29.41,30.05,11,30,12.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,20,0.04,17,1,62,17,1
385,2,"2009-05-17",59,41,15,28,11,8,1,0,29.67,30.32,3.3,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,0,16,1,59,16,1
386,2,"2009-05-18",67,45,21,30,14,30,1,0,29.62,30.3,9.3,19,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,21,0,16,1,67,16,1
387,2,"2009-05-19",80,54,32,43,23,1,3,0,29.55,30.22,12.3,21,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,32,0,15,1,80,15,1
388,2,"2009-05-20",85,61,38,43,26,1,9,0,29.47,30.13,11.9,20,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,0,15,1,85,15,1
389,2,"2009-05-21",85,60,38,48,28,1,9,0,29.44,30.09,8.1,25,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,0,14,1,85,14,1
390,2,"2009-05-22",70,56,28,47,23,13,1,0,29.5,30.16,10,3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0,13,1,70,13,1
391,2,"2009-05-23",79,55,32,51,27,1,3,0,29.39,30.05,4.5,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,32,0,13,1,79,13,1
392,2,"2009-05-24",70,56,28,47,23,13,1,0,29.39,30.05,10.7,3,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,28,0,13,1,70,13,1
393,2,"2009-05-25",64,56,25,46,22,26,1,0.08,29.33,30,8.7,6,9.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,64,25,0.08,14,1,64,14,1
394,2,"2009-05-26",76,56,31,54,27,1,2,1.38,29.13,29.81,5.7,6,6.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,76,31,1.38,15,1,76,15,1
395,2,"2009-05-27",75,58,32,60,32,1,3,0,29.02,29.67,6.8,24,8.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,75,32,0,15,1,75,15,1
396,2,"2009-05-28",64,55,25,51,23,26,1,0,29.11,29.75,6.8,29,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,25,0,15,1,64,15,1
397,2,"2009-05-29",77,55,31,49,24,1,2,0,29.23,29.87,2,31,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,31,0,14,1,77,14,1
398,2,"2009-05-30",79,53,31,46,24,1,2,0,29.15,29.8,1.8,29,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,31,0,14,1,79,14,1
399,2,"2009-05-31",72,49,26,43,21,25,1,0,29.26,29.93,2.9,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,14,1,72,14,1
400,2,"2009-06-01",80,52,31,54,27,1,2,0.83,29.25,29.88,1,34,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80,31,0.83,14,1,80,14,1
401,2,"2009-06-02",61,50,21,47,20,30,1,0.06,29.42,30.07,8.3,3,9.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61,21,0.06,15,1,61,15,1
402,2,"2009-06-03",61,47,19,40,17,4,1,0,29.47,30.13,11,2,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,19,0,14,1,61,14,1
403,2,"2009-06-04",68,47,23,38,18,28,1,0,29.36,30.05,5.2,5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,0,14,1,68,14,1
404,2,"2009-06-05",80,47,29,43,23,2,1,0,29.23,29.91,6.3,25,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,29,0,14,1,80,14,1
405,2,"2009-06-06",66,55,26,48,22,25,1,0,29.26,29.92,4.7,3,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,26,0,14,1,66,14,1
406,2,"2009-06-07",74,56,30,54,28,1,1,0,29.21,29.86,1.5,11,7.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,74,30,0,14,1,74,14,1
407,2,"2009-06-08",82,55,34,61,34,1,5,0.3,29.11,29.76,6.4,25,10,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,82,34,0.3,15,1,82,15,1
408,2,"2009-06-09",67,56,27,53,25,24,1,0,29.29,29.94,6.4,8,7.9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,67,27,0,14,1,67,14,1
409,2,"2009-06-10",67,55,26,50,24,25,1,0.04,29.21,29.88,8.5,4,9.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,26,0.04,14,1,67,14,1
410,2,"2009-06-11",60,53,22,53,23,29,1,1.14,29.17,29.82,8.8,1,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,60,22,1.14,15,1,60,15,1
411,2,"2009-06-12",72,50,26,49,24,25,1,0,29.3,29.95,5,6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,15,1,72,15,1
412,2,"2009-06-13",66,56,26,52,24,25,1,0.31,29.34,29.99,7.2,4,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,26,0.31,16,1,66,16,1
413,2,"2009-06-14",76,54,30,50,26,1,1,0,29.34,30,5.1,5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,30,0,16,1,76,16,1
414,2,"2009-06-15",81,57,34,49,27,1,5,0,29.34,29.99,7.4,9,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,34,0,15,1,81,15,1
415,2,"2009-06-16",71,64,33,57,30,1,4,1.07,29.21,29.87,10.3,11,10.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,33,1.07,16,1,71,16,1
416,2,"2009-06-17",73,63,33,60,32,1,4,0,29.21,29.87,2.6,34,6.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,73,33,0,16,1,73,16,1
417,2,"2009-06-18",81,63,37,64,36,1,8,0.11,29.15,29.79,3.7,17,5.8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,81,37,0.11,16,1,81,16,1
418,2,"2009-06-19",88,66,42,68,39,1,13,0.87,29.03,29.68,6.3,18,10.5,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,88,42,0.87,17,1,88,17,1
419,2,"2009-06-20",88,69,44,65,39,1,15,0,29.13,29.74,8.3,28,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,44,0,16,1,88,16,1
420,2,"2009-06-21",86,71,44,64,38,1,15,0,29.17,29.8,3.3,9,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,44,0,16,1,86,16,1
421,2,"2009-06-22",89,70,45,67,40,1,16,0.06,29.15,29.77,5.3,12,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,45,0.06,16,1,89,16,1
422,2,"2009-06-23",92,75,49,68,42,1,20,0,29.22,29.85,2.8,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,49,0,16,1,92,16,1
423,2,"2009-06-24",93,73,48,68,42,1,19,0.78,29.21,29.85,2.1,23,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,48,0.78,15,1,93,15,1
424,2,"2009-06-25",93,76,50,68,42,1,21,0,29.15,29.77,1.8,26,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,50,0,15,1,93,15,1
425,2,"2009-06-26",86,72,44,61,36,1,15,0,29.2,29.83,6.4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,44,0,15,1,86,15,1
426,2,"2009-06-27",90,67,44,60,36,1,15,0.05,29.18,29.8,6,22,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,44,0.05,15,1,90,15,1
427,2,"2009-06-28",83,68,41,53,31,1,12,0,29.08,29.71,14.1,29,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,41,0,15,1,83,15,1
428,2,"2009-06-29",78,65,37,54,30,1,8,0,28.95,29.59,13.4,30,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,14,1,78,14,1
429,2,"2009-06-30",68,61,30,53,27,1,1,0,29,29.64,8.1,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,30,0,14,1,68,14,1
430,2,"2009-07-01",65,57,26,54,26,25,1,0.02,29.13,29.76,6.6,31,7.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,65,26,0.02,15,1,65,15,1
431,2,"2009-07-02",73,60,32,55,29,1,3,0,29.31,29.94,5.7,31,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,0,15,1,73,15,1
432,2,"2009-07-03",79,62,36,56,31,1,7,0,29.41,30.05,1.8,2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,36,0,15,1,79,15,1
433,2,"2009-07-04",69,63,31,58,31,1,2,0.12,29.31,29.98,3.4,14,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,69,31,0.12,16,1,69,16,1
